review_sample_id,dataset,video_id,path_id,human_second_label_round1,human_second_verified_positive_for_calibration_round1,human_second_label_round2,human_second_verified_positive_for_calibration_round2,rounds_match_label,rounds_match_verified_positive
review1000_0933,OVT-B,443,ovtb_v443_p005243,actually_true,no,actually_true,no,True,True
review1000_0934,OVT-B,443,ovtb_v443_p005244,actually_true,no,actually_true,no,True,True
review1000_0935,OVT-B,443,ovtb_v443_p005245,actually_true,no,actually_true,no,True,True
review1000_0936,OVT-B,443,ovtb_v443_p005246,actually_true,no,actually_true,no,True,True
review1000_0937,OVT-B,443,ovtb_v443_p005247,actually_true,no,actually_true,no,True,True
review1000_0938,OVT-B,445,ovtb_v445_p005257,actually_true,no,actually_true,no,True,True
review1000_0939,OVT-B,445,ovtb_v445_p005259,actually_true,no,actually_true,no,True,True
review1000_0940,OVT-B,447,ovtb_v447_p005263,actually_true,no,actually_true,no,True,True
review1000_0941,OVT-B,450,ovtb_v450_p005289,actually_true,no,actually_true,no,True,True
review1000_0942,OVT-B,453,ovtb_v453_p005299,actually_true,no,actually_true,no,True,True
review1000_0943,OVT-B,453,ovtb_v453_p005301,actually_true,no,actually_true,no,True,True
review1000_0944,OVT-B,453,ovtb_v453_p005306,actually_true,no,actually_true,no,True,True
review1000_0945,OVT-B,453,ovtb_v453_p005307,actually_true,no,actually_true,no,True,True
review1000_0946,OVT-B,453,ovtb_v453_p005308,actually_true,no,actually_true,no,True,True
review1000_0947,OVT-B,453,ovtb_v453_p005311,actually_true,no,actually_true,no,True,True
review1000_0948,OVT-B,453,ovtb_v453_p005312,actually_true,no,actually_true,no,True,True
review1000_0949,OVT-B,453,ovtb_v453_p005314,actually_true,no,actually_true,no,True,True
review1000_0950,OVT-B,453,ovtb_v453_p005316,actually_true,no,actually_true,no,True,True
review1000_0951,OVT-B,453,ovtb_v453_p005317,actually_true,no,actually_true,no,True,True
review1000_0952,OVT-B,453,ovtb_v453_p005318,actually_true,no,actually_true,no,True,True
review1000_0953,OVT-B,453,ovtb_v453_p005327,actually_true,no,actually_true,no,True,True
review1000_0954,OVT-B,466,ovtb_v466_p005408,actually_true,no,actually_true,no,True,True
review1000_0955,OVT-B,466,ovtb_v466_p005409,actually_true,no,actually_true,no,True,True
review1000_0956,OVT-B,466,ovtb_v466_p005410,actually_true,no,actually_true,no,True,True
review1000_0957,OVT-B,466,ovtb_v466_p005412,actually_true,no,actually_true,no,True,True
review1000_0958,OVT-B,468,ovtb_v468_p005427,actually_true,no,actually_true,no,True,True
review1000_0959,OVT-B,469,ovtb_v469_p005431,actually_true,no,actually_true,no,True,True
review1000_0960,OVT-B,469,ovtb_v469_p005439,actually_true,no,actually_true,no,True,True
review1000_0961,OVT-B,469,ovtb_v469_p005442,actually_true,no,actually_true,no,True,True
review1000_0962,OVT-B,46,ovtb_v46_p002634,actually_true,no,actually_true,no,True,True
review1000_0963,OVT-B,472,ovtb_v472_p005463,actually_true,no,actually_true,no,True,True
review1000_0964,OVT-B,475,ovtb_v475_p005473,actually_true,no,actually_true,no,True,True
review1000_0965,OVT-B,476,ovtb_v476_p005483,actually_true,no,actually_true,no,True,True
review1000_0966,OVT-B,477,ovtb_v477_p005490,actually_true,no,actually_true,no,True,True
review1000_0967,OVT-B,477,ovtb_v477_p005491,actually_true,no,actually_true,no,True,True
review1000_0968,OVT-B,477,ovtb_v477_p005494,actually_true,no,actually_true,no,True,True
review1000_0969,OVT-B,479,ovtb_v479_p005507,actually_true,no,actually_true,no,True,True
review1000_0970,OVT-B,47,ovtb_v47_p002639,actually_true,yes,actually_true,yes,True,True
review1000_0971,OVT-B,480,ovtb_v480_p005517,actually_true,no,actually_true,no,True,True
review1000_0972,OVT-B,482,ovtb_v482_p005527,actually_true,no,actually_true,no,True,True
review1000_0973,OVT-B,487,ovtb_v487_p005564,actually_true,no,actually_true,no,True,True
review1000_0974,OVT-B,48,ovtb_v48_p002650,actually_true,no,actually_true,no,True,True
review1000_0975,OVT-B,491,ovtb_v491_p005587,actually_true,no,actually_true,no,True,True
review1000_0976,OVT-B,493,ovtb_v493_p005602,actually_true,no,actually_true,no,True,True
review1000_0977,OVT-B,495,ovtb_v495_p005610,actually_true,no,actually_true,no,True,True
review1000_0978,OVT-B,497,ovtb_v497_p005616,actually_true,no,actually_true,no,True,True
review1000_0979,OVT-B,49,ovtb_v49_p002655,actually_true,no,actually_true,no,True,True
review1000_0980,OVT-B,4,ovtb_v4_p000234,actually_true,no,actually_true,no,True,True
review1000_0981,OVT-B,500,ovtb_v500_p005627,actually_true,no,actually_true,no,True,True
review1000_0982,OVT-B,504,ovtb_v504_p005652,actually_true,no,actually_true,no,True,True
review1000_0983,OVT-B,508,ovtb_v508_p005672,actually_true,no,actually_true,no,True,True
review1000_0984,OVT-B,509,ovtb_v509_p005680,actually_true,no,actually_true,no,True,True
review1000_0985,OVT-B,510,ovtb_v510_p005687,actually_true,no,actually_true,no,True,True
review1000_0986,OVT-B,511,ovtb_v511_p005694,actually_true,no,actually_true,no,True,True
review1000_0987,OVT-B,513,ovtb_v513_p005703,actually_true,no,actually_true,no,True,True
review1000_0988,OVT-B,514,ovtb_v514_p005708,actually_true,no,actually_true,no,True,True
review1000_0989,OVT-B,517,ovtb_v517_p005721,actually_true,no,actually_true,no,True,True
review1000_0990,OVT-B,522,ovtb_v522_p005745,actually_true,no,actually_true,no,True,True
review1000_0991,OVT-B,522,ovtb_v522_p005754,actually_true,no,actually_true,no,True,True
review1000_0992,OVT-B,522,ovtb_v522_p005756,actually_true,no,actually_true,no,True,True
review1000_0993,OVT-B,523,ovtb_v523_p005772,actually_true,no,actually_true,no,True,True
review1000_0994,OVT-B,524,ovtb_v524_p005779,actually_true,no,actually_true,no,True,True
review1000_0995,OVT-B,525,ovtb_v525_p005786,actually_true,no,actually_true,no,True,True
review1000_0996,OVT-B,525,ovtb_v525_p005787,actually_true,no,actually_true,no,True,True
review1000_0997,OVT-B,525,ovtb_v525_p005788,actually_true,no,actually_true,no,True,True
review1000_0998,OVT-B,525,ovtb_v525_p005792,actually_true,no,actually_true,no,True,True
review1000_0999,OVT-B,529,ovtb_v529_p005834,actually_true,no,actually_true,no,True,True
