challenge_sample_id,dataset,video_id,path_id,pending_montage_path,primary_label,human_second_label,label_match,primary_verified_positive_for_calibration,human_second_verified_positive_for_calibration,verified_positive_match,human_second_reason,human_second_confidence,human_second_review_status
sr_challenge_0314,TAO,3392,ovtb_v3392_p001903,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3392_p001903.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0315,BURST,2222,ovtb_v2222_p002880,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2222_p002880.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0316,BURST,823,ovtb_v823_p001109,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v823_p001109.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0317,TAO,1790,ovtb_v1790_p000701,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1790_p000701.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0318,BURST,484,ovtb_v484_p001084,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v484_p001084.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0319,TAO,2037,ovtb_v2037_p000911,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0320,BURST,2579,ovtb_v2579_p003257,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2579_p003257.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0321,TAO,2170,ovtb_v2170_p001156,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0322,OVT-B,522,ovtb_v522_p005754,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v522_p005754.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0323,OVT-B,636,ovtb_v636_p006628,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v636_p006628.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0324,BURST,1897,ovtb_v1897_p002315,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1897_p002315.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0325,TAO,4155,ovtb_v4155_p002376,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4155_p002376.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0326,TAO,4232,ovtb_v4232_p002576,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4232_p002576.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0327,OVT-B,40,ovtb_v40_p002441,,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0328,OVT-B,525,ovtb_v525_p005788,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v525_p005788.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0329,TAO,3590,ovtb_v3590_p002278,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3590_p002278.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0330,TAO,5277,ovtb_v5277_p003703,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5277_p003703.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0331,BURST,2402,ovtb_v2402_p003084,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2402_p003084.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0332,BURST,191,ovtb_v191_p000293,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v191_p000293.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0333,OVT-B,256,ovtb_v256_p003965,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v256_p003965.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0334,OVT-B,27,ovtb_v27_p001280,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v27_p001280.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0335,BURST,554,ovtb_v554_p001149,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v554_p001149.jpg,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0336,BURST,120,ovtb_v120_p000378,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v120_p000378.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0337,TAO,3046,ovtb_v3046_p001466,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3046_p001466.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0338,OVT-B,545,ovtb_v545_p005967,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v545_p005967.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0339,BURST,1975,ovtb_v1975_p002695,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1975_p002695.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0340,OVT-B,427,ovtb_v427_p005119,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v427_p005119.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0341,BURST,1548,ovtb_v1548_p002108,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1548_p002108.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0342,BURST,122,ovtb_v122_p000224,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v122_p000224.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0343,OVT-B,704,ovtb_v704_p007173,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v704_p007173.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0344,OVT-B,245,ovtb_v245_p003873,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v245_p003873.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0345,TAO,3275,ovtb_v3275_p001940,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3275_p001940.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0346,OVT-B,538,ovtb_v538_p005897,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v538_p005897.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0347,TAO,1624,ovtb_v1624_p000600,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1624_p000600.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0348,BURST,404,ovtb_v404_p000695,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v404_p000695.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0349,TAO,4431,ovtb_v4431_p002874,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4431_p002874.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0350,TAO,894,ovtb_v894_p000457,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0351,OVT-B,288,ovtb_v288_p004208,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v288_p004208.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0352,TAO,5148,ovtb_v5148_p003626,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5148_p003626.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0353,TAO,369,ovtb_v369_p000290,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v369_p000290.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0354,OVT-B,383,ovtb_v383_p004819,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v383_p004819.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0355,TAO,5836,ovtb_v5836_p004311,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5836_p004311.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0356,OVT-B,577,ovtb_v577_p006234,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v577_p006234.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0357,OVT-B,80,ovtb_v80_p002850,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v80_p002850.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0358,TAO,4794,ovtb_v4794_p002976,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4794_p002976.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0359,BURST,1078,ovtb_v1078_p001295,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1078_p001295.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0360,OVT-B,934,ovtb_v934_p008889,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v934_p008889.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0361,OVT-B,49,ovtb_v49_p002655,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v49_p002655.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0362,BURST,604,ovtb_v604_p001205,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v604_p001205.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0363,BURST,443,ovtb_v443_p000778,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v443_p000778.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0364,BURST,84,ovtb_v84_p000139,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v84_p000139.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0365,OVT-B,36,ovtb_v36_p002221,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002221.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0366,OVT-B,81,ovtb_v81_p002853,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v81_p002853.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0367,OVT-B,664,ovtb_v664_p006875,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v664_p006875.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0368,BURST,2523,ovtb_v2523_p003187,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2523_p003187.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0369,TAO,4830,ovtb_v4830_p003026,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4830_p003026.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0370,OVT-B,624,ovtb_v624_p006562,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v624_p006562.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0371,BURST,2887,ovtb_v2887_p003557,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2887_p003557.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0372,BURST,753,ovtb_v753_p001149,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v753_p001149.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0373,TAO,5713,ovtb_v5713_p004072,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5713_p004072.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0374,BURST,1452,ovtb_v1452_p001910,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1452_p001910.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0375,TAO,5542,ovtb_v5542_p003973,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5542_p003973.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0376,BURST,1514,ovtb_v1514_p001855,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1514_p001855.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0377,TAO,4784,ovtb_v4784_p002953,,actually_true,actually_true,True,yes,yes,True,human_confirmed_challenge_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0378,OVT-B,249,ovtb_v249_p003892,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v249_p003892.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0379,TAO,5945,ovtb_v5945_p004446,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5945_p004446.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0380,TAO,2360,ovtb_v2360_p001253,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2360_p001253.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0381,OVT-B,33,ovtb_v33_p001951,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v33_p001951.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0382,BURST,2784,ovtb_v2784_p003451,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2784_p003451.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0383,TAO,2221,ovtb_v2221_p001062,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2221_p001062.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0384,OVT-B,443,ovtb_v443_p005237,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v443_p005237.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0385,OVT-B,57,ovtb_v57_p002720,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v57_p002720.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0386,OVT-B,620,ovtb_v620_p006513,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v620_p006513.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0387,BURST,414,ovtb_v414_p000720,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v414_p000720.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0388,TAO,5970,ovtb_v5970_p004493,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5970_p004493.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0389,OVT-B,229,ovtb_v229_p003756,,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0390,TAO,1882,ovtb_v1882_p000961,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1882_p000961.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0391,OVT-B,176,ovtb_v176_p003397,,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0392,TAO,2845,ovtb_v2845_p001476,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2845_p001476.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0393,TAO,4634,ovtb_v4634_p002918,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4634_p002918.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0394,OVT-B,813,ovtb_v813_p007998,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v813_p007998.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0395,OVT-B,343,ovtb_v343_p004581,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v343_p004581.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0396,OVT-B,724,ovtb_v724_p007285,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v724_p007285.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0397,BURST,1396,ovtb_v1396_p001740,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1396_p001740.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0398,BURST,118,ovtb_v118_p000156,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000156.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0399,TAO,4930,ovtb_v4930_p003240,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4930_p003240.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0400,OVT-B,43,ovtb_v43_p002597,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v43_p002597.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0401,OVT-B,472,ovtb_v472_p005463,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v472_p005463.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0402,OVT-B,874,ovtb_v874_p008423,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v874_p008423.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0403,OVT-B,13,ovtb_v13_p000623,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v13_p000623.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0404,TAO,1058,ovtb_v1058_p000556,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1058_p000556.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0405,OVT-B,535,ovtb_v535_p005883,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v535_p005883.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0406,OVT-B,562,ovtb_v562_p006085,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v562_p006085.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0407,OVT-B,80,ovtb_v80_p002852,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v80_p002852.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0408,TAO,5945,ovtb_v5945_p004447,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0409,TAO,3919,ovtb_v3919_p002346,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3919_p002346.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0410,TAO,3129,ovtb_v3129_p001584,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3129_p001584.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0411,BURST,584,ovtb_v584_p001033,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v584_p001033.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0412,OVT-B,265,ovtb_v265_p004036,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v265_p004036.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0413,BURST,1665,ovtb_v1665_p002144,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1665_p002144.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0414,TAO,1734,ovtb_v1734_p000665,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1734_p000665.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
