audit_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
CTC-AUDIT-02151,Fluo-N2DH-GOWT1,2,38,39,Fluo-N2DH-GOWT1/02/t038,38,424,719,36,33,Fluo-N2DH-GOWT1/02/t039,39,426,720,34,30,,,,,
CTC-AUDIT-02152,PhC-C2DH-U373,2,52,53,PhC-C2DH-U373/02/t052,52,95,289,9,9,PhC-C2DH-U373/02/t053,53,88,290,9,9,,,,,
CTC-AUDIT-02153,Fluo-N2DH-GOWT1,2,50,51,Fluo-N2DH-GOWT1/02/t050,50,213,380,37,37,Fluo-N2DH-GOWT1/02/t051,51,213,380,37,37,,,,,
CTC-AUDIT-02154,Fluo-N2DH-GOWT1,2,24,25,Fluo-N2DH-GOWT1/02/t024,24,411,724,39,35,Fluo-N2DH-GOWT1/02/t025,25,413,725,38,32,,,,,
CTC-AUDIT-02155,Fluo-N2DH-GOWT1,2,44,45,Fluo-N2DH-GOWT1/02/t044,44,432,241,33,33,Fluo-N2DH-GOWT1/02/t045,45,431,241,33,33,,,,,
CTC-AUDIT-02156,PhC-C2DH-U373,2,69,70,PhC-C2DH-U373/02/t069,69,40,391,13,13,PhC-C2DH-U373/02/t070,70,40,386,13,13,,,,,
CTC-AUDIT-02157,Fluo-N2DH-GOWT1,2,34,35,Fluo-N2DH-GOWT1/02/t034,34,215,371,39,39,Fluo-N2DH-GOWT1/02/t035,35,215,371,39,39,,,,,
CTC-AUDIT-02158,Fluo-N2DH-GOWT1,2,12,13,Fluo-N2DH-GOWT1/02/t012,12,401,722,32,31,Fluo-N2DH-GOWT1/02/t013,13,405,722,31,32,,,,,
CTC-AUDIT-02159,Fluo-N2DH-GOWT1,2,30,31,Fluo-N2DH-GOWT1/02/t030,30,218,369,37,37,Fluo-N2DH-GOWT1/02/t031,31,218,370,37,37,,,,,
CTC-AUDIT-02160,Fluo-N2DH-GOWT1,2,9,10,Fluo-N2DH-GOWT1/02/t009,9,211,647,41,41,Fluo-N2DH-GOWT1/02/t010,10,210,647,41,41,,,,,
CTC-AUDIT-02161,Fluo-N2DH-GOWT1,2,19,20,Fluo-N2DH-GOWT1/02/t019,19,406,726,41,31,Fluo-N2DH-GOWT1/02/t020,20,408,725,40,32,,,,,
CTC-AUDIT-02162,PhC-C2DH-U373,2,52,53,PhC-C2DH-U373/02/t052,52,56,419,5,5,PhC-C2DH-U373/02/t053,53,51,415,5,5,,,,,
CTC-AUDIT-02163,Fluo-N2DH-GOWT1,2,5,6,Fluo-N2DH-GOWT1/02/t005,5,395,727,37,33,Fluo-N2DH-GOWT1/02/t006,6,398,726,35,31,,,,,
CTC-AUDIT-02164,Fluo-N2DH-GOWT1,2,18,19,Fluo-N2DH-GOWT1/02/t018,18,198,649,43,43,Fluo-N2DH-GOWT1/02/t019,19,198,649,43,43,,,,,
CTC-AUDIT-02165,Fluo-N2DH-GOWT1,2,17,18,Fluo-N2DH-GOWT1/02/t017,17,458,295,39,39,Fluo-N2DH-GOWT1/02/t018,18,458,295,39,39,,,,,
CTC-AUDIT-02166,Fluo-N2DH-GOWT1,2,7,8,Fluo-N2DH-GOWT1/02/t007,7,878,647,37,41,Fluo-N2DH-GOWT1/02/t008,8,879,647,36,42,,,,,
CTC-AUDIT-02167,Fluo-N2DH-GOWT1,2,6,7,Fluo-N2DH-GOWT1/02/t006,6,398,726,35,31,Fluo-N2DH-GOWT1/02/t007,7,395,728,36,30,,,,,
CTC-AUDIT-02168,Fluo-N2DH-GOWT1,2,4,5,Fluo-N2DH-GOWT1/02/t004,4,871,646,35,40,Fluo-N2DH-GOWT1/02/t005,5,872,648,35,38,,,,,
CTC-AUDIT-02169,PhC-C2DH-U373,2,91,92,PhC-C2DH-U373/02/t091,91,634,287,3,3,PhC-C2DH-U373/02/t092,92,634,293,3,3,,,,,
CTC-AUDIT-02170,Fluo-N2DH-GOWT1,2,45,46,Fluo-N2DH-GOWT1/02/t045,45,431,241,33,33,Fluo-N2DH-GOWT1/02/t046,46,430,241,33,33,,,,,
CTC-AUDIT-02171,Fluo-N2DH-GOWT1,2,11,12,Fluo-N2DH-GOWT1/02/t011,11,213,348,37,37,Fluo-N2DH-GOWT1/02/t012,12,215,348,37,37,,,,,
CTC-AUDIT-02172,PhC-C2DH-U373,2,68,69,PhC-C2DH-U373/02/t068,68,480,466,3,3,PhC-C2DH-U373/02/t069,69,474,463,3,3,,,,,
CTC-AUDIT-02173,Fluo-N2DH-GOWT1,2,19,20,Fluo-N2DH-GOWT1/02/t019,19,219,358,35,37,Fluo-N2DH-GOWT1/02/t020,20,218,356,35,38,,,,,
CTC-AUDIT-02174,Fluo-N2DH-GOWT1,2,16,17,Fluo-N2DH-GOWT1/02/t016,16,494,629,27,18,Fluo-N2DH-GOWT1/02/t017,17,491,627,23,26,,,,,
CTC-AUDIT-02175,PhC-C2DH-U373,2,107,108,PhC-C2DH-U373/02/t107,107,634,318,3,3,PhC-C2DH-U373/02/t108,108,639,320,3,3,,,,,
CTC-AUDIT-02176,Fluo-N2DH-GOWT1,2,1,2,Fluo-N2DH-GOWT1/02/t001,1,901,349,41,41,Fluo-N2DH-GOWT1/02/t002,2,901,349,41,41,,,,,
CTC-AUDIT-02177,Fluo-N2DH-GOWT1,2,16,17,Fluo-N2DH-GOWT1/02/t016,16,201,646,43,43,Fluo-N2DH-GOWT1/02/t017,17,201,646,43,43,,,,,
CTC-AUDIT-02178,Fluo-N2DH-GOWT1,2,8,9,Fluo-N2DH-GOWT1/02/t008,8,581,663,40,39,Fluo-N2DH-GOWT1/02/t009,9,582,663,39,39,,,,,
CTC-AUDIT-02179,PhC-C2DH-U373,2,70,71,PhC-C2DH-U373/02/t070,70,40,386,13,13,PhC-C2DH-U373/02/t071,71,38,390,13,13,,,,,
CTC-AUDIT-02180,Fluo-N2DH-GOWT1,2,36,37,Fluo-N2DH-GOWT1/02/t036,36,420,718,38,33,Fluo-N2DH-GOWT1/02/t037,37,424,719,33,32,,,,,
CTC-AUDIT-02181,Fluo-N2DH-GOWT1,2,52,53,Fluo-N2DH-GOWT1/02/t052,52,429,724,34,33,Fluo-N2DH-GOWT1/02/t053,53,427,724,38,32,,,,,
CTC-AUDIT-02182,Fluo-N2DH-GOWT1,2,3,4,Fluo-N2DH-GOWT1/02/t003,3,68,607,43,43,Fluo-N2DH-GOWT1/02/t004,4,68,607,43,43,,,,,
CTC-AUDIT-02183,Fluo-N2DH-GOWT1,2,23,24,Fluo-N2DH-GOWT1/02/t023,23,491,512,32,33,Fluo-N2DH-GOWT1/02/t024,24,489,512,33,33,,,,,
CTC-AUDIT-02184,Fluo-N2DH-GOWT1,2,29,30,Fluo-N2DH-GOWT1/02/t029,29,463,290,37,37,Fluo-N2DH-GOWT1/02/t030,30,463,291,35,35,,,,,
CTC-AUDIT-02185,Fluo-N2DH-GOWT1,2,37,38,Fluo-N2DH-GOWT1/02/t037,37,424,719,33,32,Fluo-N2DH-GOWT1/02/t038,38,424,719,36,33,,,,,
CTC-AUDIT-02186,Fluo-N2DH-GOWT1,2,14,15,Fluo-N2DH-GOWT1/02/t014,14,453,292,39,38,Fluo-N2DH-GOWT1/02/t015,15,455,292,37,37,,,,,
CTC-AUDIT-02187,Fluo-N2DH-GOWT1,2,14,15,Fluo-N2DH-GOWT1/02/t014,14,118,470,40,37,Fluo-N2DH-GOWT1/02/t015,15,118,469,39,38,,,,,
CTC-AUDIT-02188,PhC-C2DH-U373,2,79,80,PhC-C2DH-U373/02/t079,79,484,446,3,3,PhC-C2DH-U373/02/t080,80,485,441,3,3,,,,,
CTC-AUDIT-02189,Fluo-N2DH-GOWT1,2,23,24,Fluo-N2DH-GOWT1/02/t023,23,105,337,31,33,Fluo-N2DH-GOWT1/02/t024,24,105,337,31,31,,,,,
CTC-AUDIT-02190,Fluo-N2DH-GOWT1,2,7,8,Fluo-N2DH-GOWT1/02/t007,7,395,728,36,30,Fluo-N2DH-GOWT1/02/t008,8,395,725,34,30,,,,,
CTC-AUDIT-02191,Fluo-N2DH-GOWT1,2,52,53,Fluo-N2DH-GOWT1/02/t052,52,572,244,29,36,Fluo-N2DH-GOWT1/02/t053,53,575,242,26,41,,,,,
CTC-AUDIT-02192,Fluo-N2DH-GOWT1,2,48,49,Fluo-N2DH-GOWT1/02/t048,48,214,379,35,38,Fluo-N2DH-GOWT1/02/t049,49,214,381,35,36,,,,,
CTC-AUDIT-02193,Fluo-N2DH-GOWT1,2,47,48,Fluo-N2DH-GOWT1/02/t047,47,431,239,31,31,Fluo-N2DH-GOWT1/02/t048,48,431,237,31,32,,,,,
CTC-AUDIT-02194,Fluo-N2DH-GOWT1,2,60,61,Fluo-N2DH-GOWT1/02/t060,60,56,107,31,31,Fluo-N2DH-GOWT1/02/t061,61,56,107,31,31,,,,,
CTC-AUDIT-02195,Fluo-N2DH-GOWT1,2,1,2,Fluo-N2DH-GOWT1/02/t001,1,871,654,29,29,Fluo-N2DH-GOWT1/02/t002,2,873,651,29,29,,,,,
CTC-AUDIT-02196,Fluo-N2DH-GOWT1,2,10,11,Fluo-N2DH-GOWT1/02/t010,10,121,467,39,37,Fluo-N2DH-GOWT1/02/t011,11,123,467,38,38,,,,,
CTC-AUDIT-02197,Fluo-N2DH-GOWT1,2,42,43,Fluo-N2DH-GOWT1/02/t042,42,428,718,38,36,Fluo-N2DH-GOWT1/02/t043,43,430,719,36,33,,,,,
CTC-AUDIT-02198,Fluo-N2DH-GOWT1,2,5,6,Fluo-N2DH-GOWT1/02/t005,5,68,607,43,43,Fluo-N2DH-GOWT1/02/t006,6,68,607,43,43,,,,,
CTC-AUDIT-02199,Fluo-N2DH-GOWT1,2,37,38,Fluo-N2DH-GOWT1/02/t037,37,214,374,39,39,Fluo-N2DH-GOWT1/02/t038,38,214,374,39,39,,,,,
CTC-AUDIT-02200,Fluo-N2DH-GOWT1,2,6,7,Fluo-N2DH-GOWT1/02/t006,6,125,469,40,37,Fluo-N2DH-GOWT1/02/t007,7,124,469,38,38,,,,,
CTC-AUDIT-02201,Fluo-N2DH-GOWT1,2,4,5,Fluo-N2DH-GOWT1/02/t004,4,68,607,43,43,Fluo-N2DH-GOWT1/02/t005,5,68,607,43,43,,,,,
CTC-AUDIT-02202,Fluo-N2DH-GOWT1,2,47,48,Fluo-N2DH-GOWT1/02/t047,47,501,302,37,37,Fluo-N2DH-GOWT1/02/t048,48,501,302,37,37,,,,,
CTC-AUDIT-02203,Fluo-N2DH-GOWT1,2,49,50,Fluo-N2DH-GOWT1/02/t049,49,214,381,35,36,Fluo-N2DH-GOWT1/02/t050,50,213,380,37,37,,,,,
CTC-AUDIT-02204,Fluo-N2DH-GOWT1,2,35,36,Fluo-N2DH-GOWT1/02/t035,35,658,539,35,39,Fluo-N2DH-GOWT1/02/t036,36,658,540,35,38,,,,,
CTC-AUDIT-02205,PhC-C2DH-U373,2,47,48,PhC-C2DH-U373/02/t047,47,106,264,9,9,PhC-C2DH-U373/02/t048,48,107,274,9,9,,,,,
CTC-AUDIT-02206,PhC-C2DH-U373,2,32,33,PhC-C2DH-U373/02/t032,32,547,148,9,9,PhC-C2DH-U373/02/t033,33,539,150,9,9,,,,,
CTC-AUDIT-02207,Fluo-N2DH-GOWT1,2,31,32,Fluo-N2DH-GOWT1/02/t031,31,415,724,41,33,Fluo-N2DH-GOWT1/02/t032,32,415,723,39,34,,,,,
CTC-AUDIT-02208,Fluo-N2DH-GOWT1,2,39,40,Fluo-N2DH-GOWT1/02/t039,39,214,374,39,39,Fluo-N2DH-GOWT1/02/t040,40,214,374,39,39,,,,,
CTC-AUDIT-02209,PhC-C2DH-U373,2,21,22,PhC-C2DH-U373/02/t021,21,594,449,13,11,PhC-C2DH-U373/02/t022,22,599,458,7,7,,,,,
CTC-AUDIT-02210,Fluo-N2DH-GOWT1,2,31,32,Fluo-N2DH-GOWT1/02/t031,31,218,370,37,37,Fluo-N2DH-GOWT1/02/t032,32,217,371,37,37,,,,,
CTC-AUDIT-02211,PhC-C2DH-U373,2,5,6,PhC-C2DH-U373/02/t005,5,70,394,8,7,PhC-C2DH-U373/02/t006,6,77,396,7,8,,,,,
CTC-AUDIT-02212,Fluo-N2DH-GOWT1,2,8,9,Fluo-N2DH-GOWT1/02/t008,8,212,647,41,41,Fluo-N2DH-GOWT1/02/t009,9,211,647,41,41,,,,,
CTC-AUDIT-02213,Fluo-N2DH-GOWT1,2,14,15,Fluo-N2DH-GOWT1/02/t014,14,72,628,39,40,Fluo-N2DH-GOWT1/02/t015,15,71,628,40,40,,,,,
CTC-AUDIT-02214,Fluo-N2DH-GOWT1,2,21,22,Fluo-N2DH-GOWT1/02/t021,21,215,359,39,39,Fluo-N2DH-GOWT1/02/t022,22,216,358,39,40,,,,,
CTC-AUDIT-02215,PhC-C2DH-U373,2,56,57,PhC-C2DH-U373/02/t056,56,56,437,5,5,PhC-C2DH-U373/02/t057,57,53,430,5,5,,,,,
CTC-AUDIT-02216,Fluo-N2DH-GOWT1,2,10,11,Fluo-N2DH-GOWT1/02/t010,10,399,725,34,33,Fluo-N2DH-GOWT1/02/t011,11,399,722,36,33,,,,,
CTC-AUDIT-02217,Fluo-N2DH-GOWT1,2,63,64,Fluo-N2DH-GOWT1/02/t063,63,51,103,31,31,Fluo-N2DH-GOWT1/02/t064,64,51,103,31,31,,,,,
CTC-AUDIT-02218,Fluo-N2DH-GOWT1,2,10,11,Fluo-N2DH-GOWT1/02/t010,10,216,350,35,36,Fluo-N2DH-GOWT1/02/t011,11,213,348,37,37,,,,,
CTC-AUDIT-02219,Fluo-N2DH-GOWT1,2,34,35,Fluo-N2DH-GOWT1/02/t034,34,843,668,35,35,Fluo-N2DH-GOWT1/02/t035,35,843,668,36,35,,,,,
CTC-AUDIT-02220,Fluo-N2DH-GOWT1,2,3,4,Fluo-N2DH-GOWT1/02/t003,3,573,658,42,41,Fluo-N2DH-GOWT1/02/t004,4,574,658,41,41,,,,,
CTC-AUDIT-02221,Fluo-N2DH-GOWT1,2,27,28,Fluo-N2DH-GOWT1/02/t027,27,122,458,41,38,Fluo-N2DH-GOWT1/02/t028,28,122,459,41,38,,,,,
CTC-AUDIT-02222,Fluo-N2DH-GOWT1,2,64,65,Fluo-N2DH-GOWT1/02/t064,64,51,103,31,31,Fluo-N2DH-GOWT1/02/t065,65,51,103,31,31,,,,,
CTC-AUDIT-02223,Fluo-N2DH-GOWT1,2,72,73,Fluo-N2DH-GOWT1/02/t072,72,437,720,37,32,Fluo-N2DH-GOWT1/02/t073,73,438,720,36,32,,,,,
CTC-AUDIT-02224,PhC-C2DH-U373,2,6,7,PhC-C2DH-U373/02/t006,6,196,181,11,11,PhC-C2DH-U373/02/t007,7,189,183,11,11,,,,,
CTC-AUDIT-02225,Fluo-N2DH-GOWT1,2,43,44,Fluo-N2DH-GOWT1/02/t043,43,221,376,39,36,Fluo-N2DH-GOWT1/02/t044,44,222,376,35,35,,,,,
CTC-AUDIT-02226,Fluo-N2DH-GOWT1,2,30,31,Fluo-N2DH-GOWT1/02/t030,30,123,457,40,39,Fluo-N2DH-GOWT1/02/t031,31,123,457,40,40,,,,,
CTC-AUDIT-02227,Fluo-N2DH-GOWT1,2,15,16,Fluo-N2DH-GOWT1/02/t015,15,200,645,45,45,Fluo-N2DH-GOWT1/02/t016,16,201,646,43,43,,,,,
CTC-AUDIT-02228,PhC-C2DH-U373,2,60,61,PhC-C2DH-U373/02/t060,60,547,167,11,10,PhC-C2DH-U373/02/t061,61,549,169,16,11,,,,,
CTC-AUDIT-02229,Fluo-N2DH-GOWT1,2,55,56,Fluo-N2DH-GOWT1/02/t055,55,508,307,37,37,Fluo-N2DH-GOWT1/02/t056,56,508,307,37,37,,,,,
CTC-AUDIT-02230,Fluo-N2DH-GOWT1,2,0,1,Fluo-N2DH-GOWT1/02/t000,0,392,722,41,34,Fluo-N2DH-GOWT1/02/t001,1,398,725,29,34,,,,,
CTC-AUDIT-02231,PhC-C2DH-U373,2,88,89,PhC-C2DH-U373/02/t088,88,582,172,9,9,PhC-C2DH-U373/02/t089,89,581,166,9,9,,,,,
CTC-AUDIT-02232,Fluo-N2DH-GOWT1,2,54,55,Fluo-N2DH-GOWT1/02/t054,54,508,307,37,37,Fluo-N2DH-GOWT1/02/t055,55,508,307,37,37,,,,,
CTC-AUDIT-02233,Fluo-N2DH-GOWT1,2,20,21,Fluo-N2DH-GOWT1/02/t020,20,408,725,40,32,Fluo-N2DH-GOWT1/02/t021,21,414,725,34,33,,,,,
CTC-AUDIT-02234,Fluo-N2DH-GOWT1,2,6,7,Fluo-N2DH-GOWT1/02/t006,6,68,607,43,43,Fluo-N2DH-GOWT1/02/t007,7,68,607,43,43,,,,,
CTC-AUDIT-02235,Fluo-N2DH-GOWT1,2,27,28,Fluo-N2DH-GOWT1/02/t027,27,641,530,36,44,Fluo-N2DH-GOWT1/02/t028,28,641,533,35,38,,,,,
CTC-AUDIT-02236,Fluo-N2DH-GOWT1,2,39,40,Fluo-N2DH-GOWT1/02/t039,39,314,239,26,33,Fluo-N2DH-GOWT1/02/t040,40,312,237,31,39,,,,,
CTC-AUDIT-02237,Fluo-N2DH-GOWT1,2,1,2,Fluo-N2DH-GOWT1/02/t001,1,222,643,39,40,Fluo-N2DH-GOWT1/02/t002,2,220,644,42,41,,,,,
CTC-AUDIT-02238,Fluo-N2DH-GOWT1,2,20,21,Fluo-N2DH-GOWT1/02/t020,20,608,673,39,39,Fluo-N2DH-GOWT1/02/t021,21,609,673,39,39,,,,,
CTC-AUDIT-02239,Fluo-N2DH-GOWT1,2,48,49,Fluo-N2DH-GOWT1/02/t048,48,431,237,31,32,Fluo-N2DH-GOWT1/02/t049,49,431,238,31,33,,,,,
CTC-AUDIT-02240,Fluo-N2DH-GOWT1,2,26,27,Fluo-N2DH-GOWT1/02/t026,26,213,368,40,40,Fluo-N2DH-GOWT1/02/t027,27,215,369,39,39,,,,,
CTC-AUDIT-02241,Fluo-N2DH-GOWT1,2,3,4,Fluo-N2DH-GOWT1/02/t003,3,873,645,34,39,Fluo-N2DH-GOWT1/02/t004,4,871,646,35,40,,,,,
CTC-AUDIT-02242,Fluo-N2DH-GOWT1,2,62,63,Fluo-N2DH-GOWT1/02/t062,62,182,54,29,29,Fluo-N2DH-GOWT1/02/t063,63,182,53,29,29,,,,,
CTC-AUDIT-02243,Fluo-N2DH-GOWT1,2,25,26,Fluo-N2DH-GOWT1/02/t025,25,413,725,38,32,Fluo-N2DH-GOWT1/02/t026,26,412,722,39,33,,,,,
CTC-AUDIT-02244,Fluo-N2DH-GOWT1,2,73,74,Fluo-N2DH-GOWT1/02/t073,73,438,720,36,32,Fluo-N2DH-GOWT1/02/t074,74,438,722,34,30,,,,,
CTC-AUDIT-02245,Fluo-N2DH-GOWT1,2,11,12,Fluo-N2DH-GOWT1/02/t011,11,587,660,39,39,Fluo-N2DH-GOWT1/02/t012,12,587,661,39,39,,,,,
CTC-AUDIT-02246,Fluo-N2DH-GOWT1,2,54,55,Fluo-N2DH-GOWT1/02/t054,54,421,724,41,32,Fluo-N2DH-GOWT1/02/t055,55,421,725,40,31,,,,,
CTC-AUDIT-02247,PhC-C2DH-U373,2,23,24,PhC-C2DH-U373/02/t023,23,75,237,9,9,PhC-C2DH-U373/02/t024,24,78,244,9,9,,,,,
CTC-AUDIT-02248,Fluo-N2DH-GOWT1,2,15,16,Fluo-N2DH-GOWT1/02/t015,15,596,663,39,40,Fluo-N2DH-GOWT1/02/t016,16,596,664,39,39,,,,,
CTC-AUDIT-02249,Fluo-N2DH-GOWT1,2,88,89,Fluo-N2DH-GOWT1/02/t088,88,454,719,33,30,Fluo-N2DH-GOWT1/02/t089,89,453,719,34,31,,,,,
CTC-AUDIT-02250,Fluo-N2DH-GOWT1,2,30,31,Fluo-N2DH-GOWT1/02/t030,30,421,725,33,32,Fluo-N2DH-GOWT1/02/t031,31,415,724,41,33,,,,,
CTC-AUDIT-02251,Fluo-N2DH-GOWT1,2,53,54,Fluo-N2DH-GOWT1/02/t053,53,698,543,35,37,Fluo-N2DH-GOWT1/02/t054,54,698,542,35,38,,,,,
CTC-AUDIT-02252,Fluo-N2DH-GOWT1,2,24,25,Fluo-N2DH-GOWT1/02/t024,24,639,535,38,41,Fluo-N2DH-GOWT1/02/t025,25,639,534,37,42,,,,,
CTC-AUDIT-02253,Fluo-N2DH-GOWT1,2,33,34,Fluo-N2DH-GOWT1/02/t033,33,217,371,37,37,Fluo-N2DH-GOWT1/02/t034,34,215,371,39,39,,,,,
CTC-AUDIT-02254,Fluo-N2DH-GOWT1,2,52,53,Fluo-N2DH-GOWT1/02/t052,52,699,544,35,35,Fluo-N2DH-GOWT1/02/t053,53,698,543,35,37,,,,,
CTC-AUDIT-02255,Fluo-N2DH-GOWT1,2,40,41,Fluo-N2DH-GOWT1/02/t040,40,425,719,37,35,Fluo-N2DH-GOWT1/02/t041,41,426,721,37,34,,,,,
CTC-AUDIT-02256,Fluo-N2DH-GOWT1,2,31,32,Fluo-N2DH-GOWT1/02/t031,31,123,457,40,40,Fluo-N2DH-GOWT1/02/t032,32,123,459,40,39,,,,,
CTC-AUDIT-02257,Fluo-N2DH-GOWT1,2,18,19,Fluo-N2DH-GOWT1/02/t018,18,120,465,43,38,Fluo-N2DH-GOWT1/02/t019,19,120,464,44,38,,,,,
CTC-AUDIT-02258,Fluo-N2DH-GOWT1,2,25,26,Fluo-N2DH-GOWT1/02/t025,25,213,366,40,40,Fluo-N2DH-GOWT1/02/t026,26,213,368,40,40,,,,,
CTC-AUDIT-02259,Fluo-N2DH-GOWT1,2,67,68,Fluo-N2DH-GOWT1/02/t067,67,435,721,36,29,Fluo-N2DH-GOWT1/02/t068,68,435,720,32,30,,,,,
CTC-AUDIT-02260,PhC-C2DH-U373,2,102,103,PhC-C2DH-U373/02/t102,102,66,419,5,5,PhC-C2DH-U373/02/t103,103,70,423,5,5,,,,,
CTC-AUDIT-02261,Fluo-N2DH-GOWT1,2,65,66,Fluo-N2DH-GOWT1/02/t065,65,180,52,29,29,Fluo-N2DH-GOWT1/02/t066,66,181,52,29,29,,,,,
CTC-AUDIT-02262,Fluo-N2DH-GOWT1,2,76,77,Fluo-N2DH-GOWT1/02/t076,76,85,93,31,31,Fluo-N2DH-GOWT1/02/t077,77,85,93,31,31,,,,,
CTC-AUDIT-02263,Fluo-N2DH-GOWT1,2,0,1,Fluo-N2DH-GOWT1/02/t000,0,225,643,39,39,Fluo-N2DH-GOWT1/02/t001,1,222,643,39,40,,,,,
CTC-AUDIT-02264,Fluo-N2DH-GOWT1,2,13,14,Fluo-N2DH-GOWT1/02/t013,13,615,555,45,45,Fluo-N2DH-GOWT1/02/t014,14,615,555,45,45,,,,,
CTC-AUDIT-02265,Fluo-N2DH-GOWT1,2,22,23,Fluo-N2DH-GOWT1/02/t022,22,613,674,39,39,Fluo-N2DH-GOWT1/02/t023,23,613,674,40,39,,,,,
CTC-AUDIT-02266,Fluo-N2DH-GOWT1,2,8,9,Fluo-N2DH-GOWT1/02/t008,8,395,725,34,30,Fluo-N2DH-GOWT1/02/t009,9,400,726,33,30,,,,,
CTC-AUDIT-02267,Fluo-N2DH-GOWT1,2,12,13,Fluo-N2DH-GOWT1/02/t012,12,587,661,39,39,Fluo-N2DH-GOWT1/02/t013,13,588,661,39,39,,,,,
CTC-AUDIT-02268,Fluo-N2DH-GOWT1,2,17,18,Fluo-N2DH-GOWT1/02/t017,17,107,315,33,42,Fluo-N2DH-GOWT1/02/t018,18,108,315,31,42,,,,,
CTC-AUDIT-02269,Fluo-N2DH-GOWT1,2,10,11,Fluo-N2DH-GOWT1/02/t010,10,617,555,45,45,Fluo-N2DH-GOWT1/02/t011,11,617,555,45,45,,,,,
CTC-AUDIT-02270,Fluo-N2DH-GOWT1,2,66,67,Fluo-N2DH-GOWT1/02/t066,66,435,722,36,30,Fluo-N2DH-GOWT1/02/t067,67,435,721,36,29,,,,,
CTC-AUDIT-02271,Fluo-N2DH-GOWT1,2,17,18,Fluo-N2DH-GOWT1/02/t017,17,400,724,41,32,Fluo-N2DH-GOWT1/02/t018,18,404,726,39,29,,,,,
CTC-AUDIT-02272,Fluo-N2DH-GOWT1,2,2,3,Fluo-N2DH-GOWT1/02/t002,2,224,342,37,37,Fluo-N2DH-GOWT1/02/t003,3,223,345,41,38,,,,,
CTC-AUDIT-02273,Fluo-N2DH-GOWT1,2,2,3,Fluo-N2DH-GOWT1/02/t002,2,133,461,41,41,Fluo-N2DH-GOWT1/02/t003,3,135,461,41,41,,,,,
CTC-AUDIT-02274,Fluo-N2DH-GOWT1,2,21,22,Fluo-N2DH-GOWT1/02/t021,21,118,460,45,39,Fluo-N2DH-GOWT1/02/t022,22,118,461,47,37,,,,,
CTC-AUDIT-02275,Fluo-N2DH-GOWT1,2,27,28,Fluo-N2DH-GOWT1/02/t027,27,225,125,13,25,Fluo-N2DH-GOWT1/02/t028,28,221,121,13,25,,,,,
CTC-AUDIT-02276,Fluo-N2DH-GOWT1,2,41,42,Fluo-N2DH-GOWT1/02/t041,41,432,242,25,25,Fluo-N2DH-GOWT1/02/t042,42,431,240,31,31,,,,,
CTC-AUDIT-02277,Fluo-N2DH-GOWT1,2,85,86,Fluo-N2DH-GOWT1/02/t085,85,72,65,31,31,Fluo-N2DH-GOWT1/02/t086,86,72,65,31,31,,,,,
CTC-AUDIT-02278,Fluo-N2DH-GOWT1,2,82,83,Fluo-N2DH-GOWT1/02/t082,82,433,391,9,11,Fluo-N2DH-GOWT1/02/t083,83,424,388,20,10,,,,,
CTC-AUDIT-02279,Fluo-N2DH-GOWT1,2,53,54,Fluo-N2DH-GOWT1/02/t053,53,507,306,39,39,Fluo-N2DH-GOWT1/02/t054,54,508,307,37,37,,,,,
CTC-AUDIT-02280,Fluo-N2DH-GOWT1,2,2,3,Fluo-N2DH-GOWT1/02/t002,2,873,651,29,29,Fluo-N2DH-GOWT1/02/t003,3,873,645,34,39,,,,,
CTC-AUDIT-02281,Fluo-N2DH-GOWT1,2,75,76,Fluo-N2DH-GOWT1/02/t075,75,172,24,29,29,Fluo-N2DH-GOWT1/02/t076,76,172,25,29,29,,,,,
CTC-AUDIT-02282,Fluo-N2DH-GOWT1,2,48,49,Fluo-N2DH-GOWT1/02/t048,48,686,542,35,36,Fluo-N2DH-GOWT1/02/t049,49,686,540,35,38,,,,,
CTC-AUDIT-02283,Fluo-N2DH-GOWT1,2,29,30,Fluo-N2DH-GOWT1/02/t029,29,615,674,41,41,Fluo-N2DH-GOWT1/02/t030,30,615,674,41,41,,,,,
CTC-AUDIT-02284,Fluo-N2DH-GOWT1,2,28,29,Fluo-N2DH-GOWT1/02/t028,28,615,674,41,41,Fluo-N2DH-GOWT1/02/t029,29,615,674,41,41,,,,,
CTC-AUDIT-02285,PhC-C2DH-U373,2,68,69,PhC-C2DH-U373/02/t068,68,39,385,14,13,PhC-C2DH-U373/02/t069,69,40,391,13,13,,,,,
CTC-AUDIT-02286,Fluo-N2DH-GOWT1,2,52,53,Fluo-N2DH-GOWT1/02/t052,52,129,457,39,42,Fluo-N2DH-GOWT1/02/t053,53,129,458,39,41,,,,,
CTC-AUDIT-02287,Fluo-N2DH-GOWT1,2,80,81,Fluo-N2DH-GOWT1/02/t080,80,440,718,37,30,Fluo-N2DH-GOWT1/02/t081,81,440,719,35,29,,,,,
