chemical_system,entry_id,formula,energy,energy_per_atom,thermo_type,database_version
Gd-I-Na,mp-567772-GGA,Na,-10.47637763,-1.30954720375,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-639751-GGA,I,-1.47336635,-1.47336635,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-1246268-GGA,NaI,-11.05867576,-2.76466894,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-23268-GGA,NaI,-5.76581822,-2.88290911,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-127-GGA,Na,-1.3102012,-1.3102012,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-1186226-GGA,NaGd3,-85.17728417,-10.64716052125,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-155-GGA,Gd,-28.15224448,-14.07612224,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-1186081-GGA,Na,-38.35323351,-1.322525293448276,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-689577-GGA,Na,-0.23878791,-0.23878791,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-19981-GGA,Gd,-56.18364039,-14.0459100975,GGA_GGA+U,2025.09.25
Gd-I-Na,mp-982370-GGA,Na,-5.24271159,-1.3106778975,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1181130-GGA,IO6,-116.88773236,-4.17456187,GGA_GGA+U,2025.09.25
Gd-I-O,mp-643084-GGA,Gd2O3,-186.81548871,-12.454365913999998,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1181185-GGA,IO3,-73.41266572,-4.5882916075,GGA_GGA+U,2025.09.25
Gd-I-O,mp-11421-GGA,Gd,-13.98852267,-13.98852267,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1180981-GGA,I,-1.40693406,-1.40693406,GGA_GGA+U,2025.09.25
Gd-I-O,mp-611836-GGA,O2,-9.87598179,-4.937990895,GGA_GGA+U,2025.09.25
Gd-I-O,mp-23170-GGA,IO2,-108.07484643,-4.503118601250001,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1009490-GGA,O2,-9.89248683,-4.946243415,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1102442-GGA,O2,-50.50069568,-4.208391306666667,GGA_GGA+U,2025.09.25
Gd-I-O,mp-510661-GGA,Gd(IO3)3,-329.38543399,-6.334335269038462,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1058623-GGA,O2,-6.75460832,-3.37730416,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1056831-GGA,O2,-3.63686277,-3.63686277,GGA_GGA+U,2025.09.25
Gd-I-O,mp-21149-GGA,GdO2,-66.54310873,-11.090518121666667,GGA_GGA+U,2025.09.25
Gd-I-O,mp-20470-GGA,Gd2O3,-62.21361457,-12.442722914,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1180008-GGA,O2,-54.33728669,-4.528107224166667,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1181235-GGA,GdO2,-66.56021317,-11.093368861666669,GGA_GGA+U,2025.09.25
Gd-I-O,mp-570087-GGA,Gd,-42.16745012,-14.055816706666668,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1206505-GGA,GdO3,-71.97117893,-8.99639736625,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1184423-GGA,Gd3I,-44.52169441,-11.1304236025,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1023923-GGA,O2,-23.90123367,-3.983538945,GGA_GGA+U,2025.09.25
Gd-I-O,mp-23315-GGA,IO3,-75.22104385,-4.701315240625,GGA_GGA+U,2025.09.25
Gd-I-O,mp-560602-GGA,O2,-108.87989591,-4.536662329583334,GGA_GGA+U,2025.09.25
Gd-I-O,mp-23153-GGA,I,-6.09605046,-1.524012615,GGA_GGA+U,2025.09.25
Gd-I-O,mp-684585-GGA,Gd2O3,-120.5699012,-12.05699012,GGA_GGA+U,2025.09.25
Gd-I-O,mp-684663-GGA,I,-1.07834603,-1.07834603,GGA_GGA+U,2025.09.25
Gd-I-O,mp-560489-GGA,Gd(IO3)3,-328.88080936,-6.3246309492307695,GGA_GGA+U,2025.09.25
Gd-I-O,mp-614502-GGA,Gd,-14.02774154,-14.02774154,GGA_GGA+U,2025.09.25
Gd-I-O,mp-601148-GGA,I,-1.40463241,-1.40463241,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1066100-GGA,O2,-19.28900299,-4.8222507475,GGA_GGA+U,2025.09.25
Gd-I-O,mp-639751-GGA,I,-1.47336635,-1.47336635,GGA_GGA+U,2025.09.25
Gd-I-O,mp-723285-GGA,O2,-39.57350969,-4.94668871125,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1180036-GGA,O2,-19.67194765,-4.9179869125,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1180050-GGA,O2,-33.4314924,-4.17893655,GGA_GGA+U,2025.09.25
Gd-I-O,mp-734188-GGA,O2,-54.15860544,-4.51321712,GGA_GGA+U,2025.09.25
Gd-I-O,mp-610917-GGA,O2,-9.87170491,-4.935852455,GGA_GGA+U,2025.09.25
Gd-I-O,mp-752520-GGA,GdIO,-113.06014257,-9.4216785475,GGA_GGA+U,2025.09.25
Gd-I-O,mp-727952-GGA,I3O8,-204.01656927,-4.636740210681818,GGA_GGA+U,2025.09.25
Gd-I-O,mp-504886-GGA,Gd2O3,-499.78549164,-12.494637291,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1065697-GGA,O2,-3.36863,-3.36863,GGA_GGA+U,2025.09.25
Gd-I-O,mp-2421172-GGA,O2,-24.19016735,-4.031694558333333,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1056059-GGA,O2,-3.39040623,-3.39040623,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1057818-GGA,O2,-6.13423966,-3.06711983,GGA_GGA+U,2025.09.25
Gd-I-O,mp-12957-GGA,O2,-39.58368804,-4.947961005,GGA_GGA+U,2025.09.25
Gd-I-O,mp-7870-GGA,GdO,-25.11925302,-12.55962651,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1087546-GGA,O2,-39.43974671,-4.92996833875,GGA_GGA+U,2025.09.25
Gd-I-O,mp-155-GGA,Gd,-28.15224448,-14.07612224,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1224674-GGA,Gd2O3,-61.43806093,-12.287612186,GGA_GGA+U,2025.09.25
Gd-I-O,mp-607540-GGA,O2,-9.65360933,-4.826804665,GGA_GGA+U,2025.09.25
Gd-I-O,mp-19981-GGA,Gd,-56.18364039,-14.0459100975,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1180064-GGA,O2,-45.60947433,-4.560947433,GGA_GGA+U,2025.09.25
Gd-I-O,mp-23261-GGA,I2O5,-132.33225885,-4.726152101785714,GGA_GGA+U,2025.09.25
Gd-I-O,mp-1212616-GGA,GdI3O11,-175.91794616,-5.863931538666667,GGA_GGA+U,2025.09.25
Gd-I-P,mp-1094075-GGA,P,-53.45582629,-5.345582629,GGA_GGA+U,2025.09.25
Gd-I-P,mp-12883-GGA,P,-42.1937442,-5.274218025,GGA_GGA+U,2025.09.25
Gd-I-P,mp-29443-GGA,PI2,-18.80743941,-3.134573235,GGA_GGA+U,2025.09.25
Gd-I-P,mp-11421-GGA,Gd,-13.98852267,-13.98852267,GGA_GGA+U,2025.09.25
Gd-I-P,mp-1180981-GGA,I,-1.40693406,-1.40693406,GGA_GGA+U,2025.09.25
Gd-I-P,mp-510401-GGA,GdP,-22.68475956,-11.34237978,GGA_GGA+U,2025.09.25
Gd-I-P,mp-118-GGA,P,-126.58428697,-5.274345290416666,GGA_GGA+U,2025.09.25
Gd-I-P,mp-1198724-GGA,P,-227.35870528,-5.413302506666667,GGA_GGA+U,2025.09.25
Gd-I-P,mp-568348-GGA,P,-454.32817717,-5.408668775833333,GGA_GGA+U,2025.09.25
Gd-I-P,mp-570087-GGA,Gd,-42.16745012,-14.055816706666668,GGA_GGA+U,2025.09.25
Gd-I-P,mp-1184423-GGA,Gd3I,-44.52169441,-11.1304236025,GGA_GGA+U,2025.09.25
Gd-I-P,mp-23153-GGA,I,-6.09605046,-1.524012615,GGA_GGA+U,2025.09.25
Gd-I-P,mp-1014013-GGA,P,-21.47303725,-5.3682593125,GGA_GGA+U,2025.09.25
Gd-I-P,mp-684663-GGA,I,-1.07834603,-1.07834603,GGA_GGA+U,2025.09.25
Gd-I-P,mp-614502-GGA,Gd,-14.02774154,-14.02774154,GGA_GGA+U,2025.09.25
Gd-I-P,mp-7245-GGA,P,-10.63957907,-5.319789535,GGA_GGA+U,2025.09.25
Gd-I-P,mp-601148-GGA,I,-1.40463241,-1.40463241,GGA_GGA+U,2025.09.25
Gd-I-P,mp-639751-GGA,I,-1.47336635,-1.47336635,GGA_GGA+U,2025.09.25
Gd-I-P,mp-27529-GGA,PI3,-22.70908787,-2.83863598375,GGA_GGA+U,2025.09.25
Gd-I-P,mp-1120743-GGA,P,-18.16121976,-4.54030494,GGA_GGA+U,2025.09.25
Gd-I-P,mp-53-GGA,P,-5.26965166,-5.26965166,GGA_GGA+U,2025.09.25
Gd-I-P,mp-674158-GGA,P,-1.89552785,-1.89552785,GGA_GGA+U,2025.09.25
Gd-I-P,mp-1179990-GGA,P,-9.07396909,-4.536984545,GGA_GGA+U,2025.09.25
Gd-I-P,mp-723897-GGA,P,-7.57721036,-1.89430259,GGA_GGA+U,2025.09.25
Gd-I-P,mp-155-GGA,Gd,-28.15224448,-14.07612224,GGA_GGA+U,2025.09.25
Gd-I-P,mp-157-GGA,P,-21.51037691,-5.3775942275,GGA_GGA+U,2025.09.25
Gd-I-P,mp-130-GGA,P,-10.6553366,-5.3276683,GGA_GGA+U,2025.09.25
Gd-I-P,mp-19981-GGA,Gd,-56.18364039,-14.0459100975,GGA_GGA+U,2025.09.25
Gd-I-P,mp-680742-GGA,GdP5,-88.71045074,-7.392537561666667,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-11421-GGA,Gd,-13.98852267,-13.98852267,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1180981-GGA,I,-1.40693406,-1.40693406,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-20745-GGA,Pb,-7.3967515,-3.69837575,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-574189-GGA,PbI2,-38.05368469,-3.171140390833333,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1102666-GGA,Pb,-43.16065786,-3.5967214883333334,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-672671-GGA,PbI2,-28.50280201,-3.166978001111111,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1207336-GGA,PbI6,-12.25565937,-1.7508084814285714,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1186444-GGA,Pb,-14.78208135,-3.6955203375,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-570087-GGA,Gd,-42.16745012,-14.055816706666668,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-20483-GGA,Pb,-3.71264707,-3.71264707,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1184423-GGA,Gd3I,-44.52169441,-11.1304236025,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-23153-GGA,I,-6.09605046,-1.524012615,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-684663-GGA,I,-1.07834603,-1.07834603,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1106250-GGA,Gd5Pb3,-171.70359786,-10.73147486625,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-614502-GGA,Gd,-14.02774154,-14.02774154,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-601148-GGA,I,-1.40463241,-1.40463241,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1076927-GGA,GdPb3,-26.54658646,-6.636646615,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-639751-GGA,I,-1.47336635,-1.47336635,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-569595-GGA,PbI2,-19.03363994,-3.1722733233333336,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-580202-GGA,PbI2,-95.20476528,-3.1734921760000003,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-680205-GGA,PbI2,-142.7126019,-3.171391153333333,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-22893-GGA,PbI2,-9.5210972,-3.1736990666666665,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-567503-GGA,PbI2,-19.04666109,-3.174443515,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1203179-GGA,PbI2,-114.10941116,-3.169705865555556,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-22883-GGA,PbI2,-9.52378135,-3.174593783333333,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-640058-GGA,PbI2,-28.53343009,-3.170381121111112,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-22692-GGA,Pb,-3.66510887,-3.66510887,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-567199-GGA,PbI2,-47.60589494,-3.1737263293333333,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1247117-GGA,Pb,-6.90044635,-3.450223175,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-155-GGA,Gd,-28.15224448,-14.07612224,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-540789-GGA,PbI2,-19.038683140000003,-3.1731138566666672,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-1057273-GGA,Pb,-7.21175823,-3.605879115,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-19981-GGA,Gd,-56.18364039,-14.0459100975,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-567246-GGA,PbI2,-66.65497484,-3.1740464209523807,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-567542-GGA,PbI2,-38.09565131,-3.174637609166666,GGA_GGA+U,2025.09.25
Gd-I-Pb,mp-567178-GGA,PbI2,-28.5540275,-3.1726697222222224,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-1191219-GGA,GdRh3,-230.22380639,-9.592658599583332,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-11421-GGA,Gd,-13.98852267,-13.98852267,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-1180981-GGA,I,-1.40693406,-1.40693406,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-975142-GGA,RhI,-17.04291817,-4.2607295425,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-1742-GGA,GdRh,-23.04513705,-11.522568525,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-571283-GGA,GdRh5,-52.66408656,-8.77734776,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-74-GGA,Rh,-7.36430787,-7.36430787,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-570087-GGA,Gd,-42.16745012,-14.055816706666668,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-1184423-GGA,Gd3I,-44.52169441,-11.1304236025,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-20084-GGA,GdRh2,-61.93006265,-10.321677108333333,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-2646993-GGA,Rh,-14.61058635,-7.305293175,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-23153-GGA,I,-6.09605046,-1.524012615,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-1239193-GGA,Rh,-13.1436029,-6.57180145,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-2647000-GGA,Rh,-7.01498277,-7.01498277,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-684663-GGA,I,-1.07834603,-1.07834603,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-614502-GGA,Gd,-14.02774154,-14.02774154,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-601148-GGA,I,-1.40463241,-1.40463241,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-639751-GGA,I,-1.47336635,-1.47336635,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-1206891-GGA,RhI3,-28.40674858,-3.5508435725000003,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-155-GGA,Gd,-28.15224448,-14.07612224,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-19981-GGA,Gd,-56.18364039,-14.0459100975,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-862601-GGA,RhI2,-22.95538301,-3.825897168333333,GGA_GGA+U,2025.09.25
Gd-I-Rh,mp-1186916-GGA,Rh,-29.29756298,-7.324390745,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-974457-GGA,Ru3I,-26.16557555,-6.5413938875,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-639751-GGA,I,-1.47336635,-1.47336635,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-11421-GGA,Gd,-13.98852267,-13.98852267,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-1180981-GGA,I,-1.40693406,-1.40693406,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-974315-GGA,RuI,-18.88663231,-4.7216580775,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-570087-GGA,Gd,-42.16745012,-14.055816706666668,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-8639-GGA,Ru,-9.16714577,-9.16714577,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-155-GGA,Gd,-28.15224448,-14.07612224,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-1184423-GGA,Gd3I,-44.52169441,-11.1304236025,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-23153-GGA,I,-6.09605046,-1.524012615,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-646926-GGA,GdRu2,-66.78972308,-11.131620513333331,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-19981-GGA,Gd,-56.18364039,-14.0459100975,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-684663-GGA,I,-1.07834603,-1.07834603,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-33-GGA,Ru,-18.54880508,-9.27440254,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-614502-GGA,Gd,-14.02774154,-14.02774154,GGA_GGA+U,2025.09.25
Gd-I-Ru,mp-601148-GGA,I,-1.40463241,-1.40463241,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1179641-GGA,S,-15.1680996,-3.7920249,GGA_GGA+U,2025.09.25
Gd-I-S,mp-561513-GGA,S,-115.29016021,-4.117505721785714,GGA_GGA+U,2025.09.25
Gd-I-S,mp-11421-GGA,Gd,-13.98852267,-13.98852267,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1180981-GGA,I,-1.40693406,-1.40693406,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1196831-GGA,S,-330.07529879,-4.125941234875,GGA_GGA+U,2025.09.25
Gd-I-S,mp-557031-GGA,S,-130.95916396,-4.09247387375,GGA_GGA+U,2025.09.25
Gd-I-S,mp-994911-GGA,S,-33.00683176,-4.12585397,GGA_GGA+U,2025.09.25
Gd-I-S,mp-684673-GGA,S,-2.8351671,-2.8351671,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1065250-GGA,S,-15.15528865,-3.7888221625,GGA_GGA+U,2025.09.25
Gd-I-S,mp-7-GGA,S,-24.43169614,-4.071949356666667,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1095479-GGA,GdS2,-114.25850585,-9.521542154166667,GGA_GGA+U,2025.09.25
Gd-I-S,mp-83-GGA,S,-229.51191942,-4.0984271325,GGA_GGA+U,2025.09.25
Gd-I-S,mp-557376-GGA,S,-82.09326987,-4.1046634935,GGA_GGA+U,2025.09.25
Gd-I-S,mp-10869-GGA,S,-3.51000844,-3.51000844,GGA_GGA+U,2025.09.25
Gd-I-S,mp-570087-GGA,Gd,-42.16745012,-14.055816706666668,GGA_GGA+U,2025.09.25
Gd-I-S,mp-557488-GGA,S,-148.31212235,-4.119781176388889,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1184423-GGA,Gd3I,-44.52169441,-11.1304236025,GGA_GGA+U,2025.09.25
Gd-I-S,mp-666931-GGA,S,-131.70315189,-4.1157234965625,GGA_GGA+U,2025.09.25
Gd-I-S,mp-20036-GGA,Gd3S4,-150.41000149,-10.743571535,GGA_GGA+U,2025.09.25
Gd-I-S,mp-669509-GGA,Gd2S3,-209.76382091,-10.4881910455,GGA_GGA+U,2025.09.25
Gd-I-S,mp-556135-GGA,GdSI,-52.168655830000006,-8.694775971666667,GGA_GGA+U,2025.09.25
Gd-I-S,mp-23153-GGA,I,-6.09605046,-1.524012615,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1064933-GGA,S,-15.14714437,-3.7867860925,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1018706-GGA,GdS2,-56.76035827,-9.460059711666666,GGA_GGA+U,2025.09.25
Gd-I-S,mp-510402-GGA,GdS,-22.83722957,-11.418614785,GGA_GGA+U,2025.09.25
Gd-I-S,mp-684663-GGA,I,-1.07834603,-1.07834603,GGA_GGA+U,2025.09.25
Gd-I-S,mp-96-GGA,S,-132.36639574,-4.136449866875,GGA_GGA+U,2025.09.25
Gd-I-S,mp-556269-GGA,S,-295.14755575,-4.099271607638888,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1094073-GGA,S,-14.2623216,-3.5655804,GGA_GGA+U,2025.09.25
Gd-I-S,mp-614502-GGA,Gd,-14.02774154,-14.02774154,GGA_GGA+U,2025.09.25
Gd-I-S,mp-601148-GGA,I,-1.40463241,-1.40463241,GGA_GGA+U,2025.09.25
Gd-I-S,mp-558014-GGA,S,-98.93632967,-4.122347069583333,GGA_GGA+U,2025.09.25
Gd-I-S,mp-77-GGA,S,-132.33418461,-4.1354432690625,GGA_GGA+U,2025.09.25
Gd-I-S,mp-684712-GGA,Gd2S3,-418.85204077,-10.47130101925,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1179639-GGA,S,-15.12564205,-3.7814105125,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1063988-GGA,S,-2.998966079999999,-2.998966079999999,GGA_GGA+U,2025.09.25
Gd-I-S,mp-558964-GGA,S,-329.78653417,-4.122331677125,GGA_GGA+U,2025.09.25
Gd-I-S,mp-639751-GGA,I,-1.47336635,-1.47336635,GGA_GGA+U,2025.09.25
Gd-I-S,mp-555760-GGA,S,-36.85957134,-4.0955079266666665,GGA_GGA+U,2025.09.25
Gd-I-S,mp-655141-GGA,S,-68.02454049,-3.7791411383333338,GGA_GGA+U,2025.09.25
Gd-I-S,mp-557559-GGA,S,-114.68540791,-4.095907425357143,GGA_GGA+U,2025.09.25
Gd-I-S,mp-555915-GGA,S,-296.34232048,-4.115865562222222,GGA_GGA+U,2025.09.25
Gd-I-S,mp-583072-GGA,S,-427.23962467,-4.108073314134615,GGA_GGA+U,2025.09.25
Gd-I-S,mp-557869-GGA,S,-198.50822487,-4.135588018125,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1179643-GGA,S,-15.15217133,-3.7880428325,GGA_GGA+U,2025.09.25
Gd-I-S,mp-646008-GGA,Gd10S19,-562.31850121,-9.695146572586207,GGA_GGA+U,2025.09.25
Gd-I-S,mp-608100-GGA,S,-66.53352461,-3.6963069227777776,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1080544-GGA,GdSI,-73.72990331,-8.192211478888888,GGA_GGA+U,2025.09.25
Gd-I-S,mp-155-GGA,Gd,-28.15224448,-14.07612224,GGA_GGA+U,2025.09.25
Gd-I-S,mp-561370-GGA,S,-361.51170129,-4.108087514659091,GGA_GGA+U,2025.09.25
Gd-I-S,mp-19981-GGA,Gd,-56.18364039,-14.0459100975,GGA_GGA+U,2025.09.25
Gd-I-S,mp-608146-GGA,Gd2S3,-209.87574661,-10.4937873305,GGA_GGA+U,2025.09.25
Gd-I-S,mp-1077072-GGA,GdS2,-47.87474086,-7.979123476666667,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-133-GGA,Sb,-4.07843691,-4.07843691,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-11421-GGA,Gd,-13.98852267,-13.98852267,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-1180981-GGA,I,-1.40693406,-1.40693406,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-569224-GGA,SbI3,-44.35721921,-2.772326200625,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-20831-GGA,Gd4Sb3,-153.39158300999998,-10.956541643571429,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-1236935-GGA,Sb,-54.05549024,-3.861106445714285,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-1104795-GGA,Sb,-53.1338461,-3.795274721428572,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-10630-GGA,Sb,-3.800650489999999,-3.800650489999999,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-510403-GGA,GdSb,-20.72248524,-10.36124262,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-570087-GGA,Gd,-42.16745012,-14.055816706666668,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-567144-GGA,Sb,-15.43361978,-3.858404945,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-1184423-GGA,Gd3I,-44.52169441,-11.1304236025,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-104-GGA,Sb,-8.25800248,-4.12900124,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-7761-GGA,Sb,-3.89047667,-3.89047667,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-23153-GGA,I,-6.09605046,-1.524012615,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-1212641-GGA,Gd3Sb4,-131.10932694,-9.364951924285714,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-684663-GGA,I,-1.07834603,-1.07834603,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-1179605-GGA,Sb,-8.15703779,-4.078518895,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-614502-GGA,Gd,-14.02774154,-14.02774154,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-601148-GGA,I,-1.40463241,-1.40463241,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-639751-GGA,I,-1.47336635,-1.47336635,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-1179618-GGA,Sb,-54.52207075,-3.894433625,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-567409-GGA,Sb,-16.03242671,-4.0081066775,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-23281-GGA,SbI3,-22.54969649,-2.8187120612500003,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-632286-GGA,Sb,-8.14023186,-4.07011593,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-80-GGA,Sb,-7.67733882,-3.83866941,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-1179613-GGA,Sb,-53.13991099,-3.795707927857143,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-155-GGA,Gd,-28.15224448,-14.07612224,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-19981-GGA,Gd,-56.18364039,-14.0459100975,GGA_GGA+U,2025.09.25
Gd-I-Sb,mp-10631-GGA,Sb,-3.8270613,-3.8270613,GGA_GGA+U,2025.09.25
Gd-I-Se,mp-11421-GGA,Gd,-13.98852267,-13.98852267,GGA_GGA+U,2025.09.25
Gd-I-Se,mp-1180981-GGA,I,-1.40693406,-1.40693406,GGA_GGA+U,2025.09.25
Gd-I-Se,mp-672292-GGA,Gd3Se4,-142.37511784,-10.169651274285714,GGA_GGA+U,2025.09.25
Gd-I-Se,mp-1188175-GGA,Gd2Se3,-198.09205495,-9.904602747499998,GGA_GGA+U,2025.09.25
Gd-I-Se,mp-861871-GGA,SeI2,-14.20074291,-2.366790485,GGA_GGA+U,2025.09.25
