reannotation_sample_id,dataset,video_id,path_id,pending_montage_path,second_reviewer_label,second_reviewer_verified_positive_for_calibration,second_reviewer_reason,second_reviewer_confidence,review_status
audit2000_reann_0081,OVT-B,39,ovtb_v39_p002344,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v39_p002344.jpg,,,,,
audit2000_reann_0958,TAO,1927,ovtb_v1927_p000973,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1927_p000973.jpg,,,,,
audit2000_reann_0612,OVT-B,383,ovtb_v383_p004816,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v383_p004816.jpg,,,,,
audit2000_reann_0419,OVT-B,392,ovtb_v392_p004894,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v392_p004894.jpg,,,,,
audit2000_reann_1029,TAO,358,ovtb_v358_p000272,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v358_p000272.jpg,,,,,
audit2000_reann_1857,BURST,2869,ovtb_v2869_p003334,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2869_p003334.jpg,,,,,
audit2000_reann_1692,BURST,2848,ovtb_v2848_p003514,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2848_p003514.jpg,,,,,
audit2000_reann_0576,OVT-B,805,ovtb_v805_p007927,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v805_p007927.jpg,,,,,
audit2000_reann_1919,BURST,455,ovtb_v455_p000809,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v455_p000809.jpg,,,,,
audit2000_reann_0870,TAO,4977,ovtb_v4977_p003442,,,,,,
audit2000_reann_0676,OVT-B,38,ovtb_v38_p002317,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002317.jpg,,,,,
audit2000_reann_0450,OVT-B,881,ovtb_v881_p008490,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v881_p008490.jpg,,,,,
audit2000_reann_0526,OVT-B,656,ovtb_v656_p006783,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v656_p006783.jpg,,,,,
audit2000_reann_0997,TAO,1058,ovtb_v1058_p000555,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1058_p000555.jpg,,,,,
audit2000_reann_1566,BURST,876,ovtb_v876_p001320,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v876_p001320.jpg,,,,,
audit2000_reann_1050,TAO,535,ovtb_v535_p000314,,,,,,
audit2000_reann_1855,BURST,1942,ovtb_v1942_p002571,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1942_p002571.jpg,,,,,
audit2000_reann_0709,TAO,5409,ovtb_v5409_p003899,,,,,,
audit2000_reann_0473,OVT-B,558,ovtb_v558_p006066,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v558_p006066.jpg,,,,,
audit2000_reann_0034,OVT-B,36,ovtb_v36_p002212,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002212.jpg,,,,,
audit2000_reann_0304,OVT-B,453,ovtb_v453_p005317,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v453_p005317.jpg,,,,,
audit2000_reann_0068,OVT-B,36,ovtb_v36_p002219,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002219.jpg,,,,,
audit2000_reann_0504,OVT-B,818,ovtb_v818_p008031,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v818_p008031.jpg,,,,,
audit2000_reann_1985,BURST,1263,ovtb_v1263_p001797,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1263_p001797.jpg,,,,,
audit2000_reann_0994,TAO,5808,ovtb_v5808_p004293,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5808_p004293.jpg,,,,,
audit2000_reann_1869,BURST,2141,ovtb_v2141_p002731,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2141_p002731.jpg,,,,,
audit2000_reann_0129,OVT-B,35,ovtb_v35_p002108,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v35_p002108.jpg,,,,,
audit2000_reann_0516,OVT-B,253,ovtb_v253_p003945,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v253_p003945.jpg,,,,,
audit2000_reann_1509,BURST,713,ovtb_v713_p001211,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v713_p001211.jpg,,,,,
audit2000_reann_1133,TAO,5110,ovtb_v5110_p003589,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5110_p003589.jpg,,,,,
audit2000_reann_0903,TAO,3399,ovtb_v3399_p001945,,,,,,
audit2000_reann_0003,OVT-B,62,ovtb_v62_p002745,,,,,,
audit2000_reann_0766,TAO,5315,ovtb_v5315_p003771,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5315_p003771.jpg,,,,,
audit2000_reann_1180,TAO,4976,ovtb_v4976_p003507,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4976_p003507.jpg,,,,,
audit2000_reann_1680,BURST,931,ovtb_v931_p001411,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v931_p001411.jpg,,,,,
audit2000_reann_1217,TAO,4670,ovtb_v4670_p003122,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4670_p003122.jpg,,,,,
audit2000_reann_0168,OVT-B,525,ovtb_v525_p005786,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v525_p005786.jpg,,,,,
audit2000_reann_0311,OVT-B,40,ovtb_v40_p002438,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002438.jpg,,,,,
audit2000_reann_0395,OVT-B,159,ovtb_v159_p003318,,,,,,
audit2000_reann_0561,OVT-B,590,ovtb_v590_p006311,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v590_p006311.jpg,,,,,
audit2000_reann_0176,OVT-B,443,ovtb_v443_p005232,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v443_p005232.jpg,,,,,
audit2000_reann_0481,OVT-B,577,ovtb_v577_p006233,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v577_p006233.jpg,,,,,
audit2000_reann_0989,TAO,3119,ovtb_v3119_p001774,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3119_p001774.jpg,,,,,
audit2000_reann_0264,OVT-B,306,ovtb_v306_p004363,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v306_p004363.jpg,,,,,
audit2000_reann_1480,BURST,2292,ovtb_v2292_p002853,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2292_p002853.jpg,,,,,
audit2000_reann_0798,TAO,1790,ovtb_v1790_p000701,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1790_p000701.jpg,,,,,
audit2000_reann_1046,TAO,3108,ovtb_v3108_p001612,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3108_p001612.jpg,,,,,
audit2000_reann_0726,TAO,1982,ovtb_v1982_p000863,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1982_p000863.jpg,,,,,
audit2000_reann_1213,TAO,2976,ovtb_v2976_p001375,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2976_p001375.jpg,,,,,
audit2000_reann_0240,OVT-B,214,ovtb_v214_p003595,,,,,,
audit2000_reann_1694,BURST,1909,ovtb_v1909_p002330,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1909_p002330.jpg,,,,,
audit2000_reann_0148,OVT-B,628,ovtb_v628_p006586,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v628_p006586.jpg,,,,,
audit2000_reann_1073,TAO,1967,ovtb_v1967_p000788,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1967_p000788.jpg,,,,,
audit2000_reann_1024,TAO,5878,ovtb_v5878_p004359,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5878_p004359.jpg,,,,,
audit2000_reann_0248,OVT-B,269,ovtb_v269_p004058,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v269_p004058.jpg,,,,,
audit2000_reann_1470,BURST,2658,ovtb_v2658_p003427,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2658_p003427.jpg,,,,,
audit2000_reann_1723,BURST,604,ovtb_v604_p001205,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v604_p001205.jpg,,,,,
audit2000_reann_0898,TAO,5008,ovtb_v5008_p003440,,,,,,
audit2000_reann_0891,TAO,4653,ovtb_v4653_p002942,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4653_p002942.jpg,,,,,
audit2000_reann_1499,BURST,1445,ovtb_v1445_p001771,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1445_p001771.jpg,,,,,
audit2000_reann_0514,OVT-B,989,ovtb_v989_p009274,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v989_p009274.jpg,,,,,
audit2000_reann_1166,TAO,134,ovtb_v134_p000076,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v134_p000076.jpg,,,,,
audit2000_reann_1171,TAO,5626,ovtb_v5626_p004081,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5626_p004081.jpg,,,,,
audit2000_reann_1753,BURST,1018,ovtb_v1018_p001218,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1018_p001218.jpg,,,,,
audit2000_reann_0418,OVT-B,661,ovtb_v661_p006833,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v661_p006833.jpg,,,,,
audit2000_reann_1270,TAO,5945,ovtb_v5945_p004455,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5945_p004455.jpg,,,,,
audit2000_reann_0938,TAO,5268,ovtb_v5268_p003714,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5268_p003714.jpg,,,,,
audit2000_reann_1457,BURST,713,ovtb_v713_p001186,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v713_p001186.jpg,,,,,
audit2000_reann_1103,TAO,4125,ovtb_v4125_p002624,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4125_p002624.jpg,,,,,
audit2000_reann_1401,BURST,2306,ovtb_v2306_p002926,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2306_p002926.jpg,,,,,
audit2000_reann_1752,BURST,59,ovtb_v59_p000051,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v59_p000051.jpg,,,,,
audit2000_reann_1399,TAO,3493,ovtb_v3493_p002208,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3493_p002208.jpg,,,,,
audit2000_reann_1763,BURST,2103,ovtb_v2103_p002644,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2103_p002644.jpg,,,,,
audit2000_reann_0840,TAO,535,ovtb_v535_p000340,,,,,,
audit2000_reann_1463,BURST,1467,ovtb_v1467_p001917,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1467_p001917.jpg,,,,,
audit2000_reann_1004,TAO,445,ovtb_v445_p000270,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v445_p000270.jpg,,,,,
audit2000_reann_1552,BURST,2292,ovtb_v2292_p002885,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2292_p002885.jpg,,,,,
audit2000_reann_1884,BURST,2887,ovtb_v2887_p003557,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2887_p003557.jpg,,,,,
audit2000_reann_0876,TAO,3721,ovtb_v3721_p002158,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3721_p002158.jpg,,,,,
audit2000_reann_1831,BURST,2780,ovtb_v2780_p003546,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2780_p003546.jpg,,,,,
audit2000_reann_1921,BURST,905,ovtb_v905_p001224,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v905_p001224.jpg,,,,,
audit2000_reann_1151,TAO,995,ovtb_v995_p000410,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v995_p000410.jpg,,,,,
audit2000_reann_1807,BURST,1198,ovtb_v1198_p001534,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1198_p001534.jpg,,,,,
audit2000_reann_0145,OVT-B,30,ovtb_v30_p001639,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v30_p001639.jpg,,,,,
audit2000_reann_1394,TAO,4794,ovtb_v4794_p002980,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4794_p002980.jpg,,,,,
audit2000_reann_1049,TAO,5739,ovtb_v5739_p004227,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5739_p004227.jpg,,,,,
audit2000_reann_1896,BURST,642,ovtb_v642_p001166,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v642_p001166.jpg,,,,,
audit2000_reann_0696,OVT-B,991,ovtb_v991_p009286,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v991_p009286.jpg,,,,,
audit2000_reann_1178,TAO,2101,ovtb_v2101_p001005,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2101_p001005.jpg,,,,,
audit2000_reann_0956,TAO,3277,ovtb_v3277_p001757,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3277_p001757.jpg,,,,,
audit2000_reann_1594,BURST,1908,ovtb_v1908_p002543,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1908_p002543.jpg,,,,,
audit2000_reann_0522,OVT-B,926,ovtb_v926_p008793,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v926_p008793.jpg,,,,,
audit2000_reann_1740,BURST,490,ovtb_v490_p000876,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v490_p000876.jpg,,,,,
audit2000_reann_0698,OVT-B,250,ovtb_v250_p003917,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v250_p003917.jpg,,,,,
audit2000_reann_1795,BURST,432,ovtb_v432_p000790,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v432_p000790.jpg,,,,,
audit2000_reann_1161,TAO,2703,ovtb_v2703_p001294,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2703_p001294.jpg,,,,,
audit2000_reann_0005,OVT-B,913,ovtb_v913_p008705,,,,,,
audit2000_reann_0640,OVT-B,47,ovtb_v47_p002639,,,,,,
audit2000_reann_0660,OVT-B,651,ovtb_v651_p006761,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v651_p006761.jpg,,,,,
audit2000_reann_0999,TAO,114,ovtb_v114_p000083,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v114_p000083.jpg,,,,,
audit2000_reann_0195,OVT-B,636,ovtb_v636_p006629,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v636_p006629.jpg,,,,,
audit2000_reann_1100,TAO,980,ovtb_v980_p000401,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v980_p000401.jpg,,,,,
audit2000_reann_1066,TAO,635,ovtb_v635_p000387,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v635_p000387.jpg,,,,,
audit2000_reann_1165,TAO,1330,ovtb_v1330_p000563,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1330_p000563.jpg,,,,,
audit2000_reann_0608,OVT-B,780,ovtb_v780_p007714,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v780_p007714.jpg,,,,,
audit2000_reann_1890,BURST,271,ovtb_v271_p000467,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v271_p000467.jpg,,,,,
audit2000_reann_0706,TAO,4807,ovtb_v4807_p003151,,,,,,
audit2000_reann_0851,TAO,2360,ovtb_v2360_p001253,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2360_p001253.jpg,,,,,
audit2000_reann_1571,BURST,2382,ovtb_v2382_p003049,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2382_p003049.jpg,,,,,
audit2000_reann_0342,OVT-B,57,ovtb_v57_p002720,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v57_p002720.jpg,,,,,
audit2000_reann_0829,TAO,5480,ovtb_v5480_p003949,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5480_p003949.jpg,,,,,
audit2000_reann_0225,OVT-B,41,ovtb_v41_p002494,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v41_p002494.jpg,,,,,
audit2000_reann_1083,TAO,5945,ovtb_v5945_p004449,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5945_p004449.jpg,,,,,
audit2000_reann_1582,BURST,2303,ovtb_v2303_p002920,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2303_p002920.jpg,,,,,
audit2000_reann_0547,OVT-B,955,ovtb_v955_p009048,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v955_p009048.jpg,,,,,
audit2000_reann_0782,TAO,5694,ovtb_v5694_p004138,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5694_p004138.jpg,,,,,
audit2000_reann_1482,BURST,1964,ovtb_v1964_p002675,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1964_p002675.jpg,,,,,
audit2000_reann_0353,OVT-B,946,ovtb_v946_p008993,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v946_p008993.jpg,,,,,
audit2000_reann_0638,OVT-B,469,ovtb_v469_p005431,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v469_p005431.jpg,,,,,
audit2000_reann_1475,BURST,2848,ovtb_v2848_p003518,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2848_p003518.jpg,,,,,
audit2000_reann_1915,BURST,717,ovtb_v717_p001126,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v717_p001126.jpg,,,,,
audit2000_reann_1010,TAO,5519,ovtb_v5519_p004025,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5519_p004025.jpg,,,,,
audit2000_reann_0636,OVT-B,558,ovtb_v558_p006069,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v558_p006069.jpg,,,,,
audit2000_reann_0216,OVT-B,450,ovtb_v450_p005289,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v450_p005289.jpg,,,,,
audit2000_reann_0862,TAO,5409,ovtb_v5409_p003886,,,,,,
audit2000_reann_0710,TAO,4411,ovtb_v4411_p002619,,,,,,
audit2000_reann_1190,TAO,2873,ovtb_v2873_p001346,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2873_p001346.jpg,,,,,
audit2000_reann_0515,OVT-B,38,ovtb_v38_p002285,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002285.jpg,,,,,
audit2000_reann_1147,TAO,2334,ovtb_v2334_p001137,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2334_p001137.jpg,,,,,
audit2000_reann_0560,OVT-B,189,ovtb_v189_p003461,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v189_p003461.jpg,,,,,
audit2000_reann_0352,OVT-B,920,ovtb_v920_p008763,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v920_p008763.jpg,,,,,
audit2000_reann_1591,BURST,31,ovtb_v31_p000034,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v31_p000034.jpg,,,,,
audit2000_reann_0290,OVT-B,801,ovtb_v801_p007874,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v801_p007874.jpg,,,,,
audit2000_reann_1332,TAO,2170,ovtb_v2170_p001156,,,,,,
audit2000_reann_1200,TAO,4364,ovtb_v4364_p002581,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4364_p002581.jpg,,,,,
audit2000_reann_0808,TAO,3165,ovtb_v3165_p001627,,,,,,
audit2000_reann_0664,OVT-B,694,ovtb_v694_p007118,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v694_p007118.jpg,,,,,
audit2000_reann_0489,OVT-B,13,ovtb_v13_p000590,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v13_p000590.jpg,,,,,
audit2000_reann_1153,TAO,3086,ovtb_v3086_p001661,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3086_p001661.jpg,,,,,
audit2000_reann_1429,BURST,590,ovtb_v590_p000966,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v590_p000966.jpg,,,,,
audit2000_reann_1992,BURST,2286,ovtb_v2286_p002881,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2286_p002881.jpg,,,,,
audit2000_reann_0820,TAO,5480,ovtb_v5480_p003947,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5480_p003947.jpg,,,,,
audit2000_reann_1334,TAO,516,ovtb_v516_p000242,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v516_p000242.jpg,,,,,
audit2000_reann_1095,TAO,4918,ovtb_v4918_p003183,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4918_p003183.jpg,,,,,
audit2000_reann_0082,OVT-B,53,ovtb_v53_p002698,,,,,,
audit2000_reann_0935,TAO,3917,ovtb_v3917_p002235,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3917_p002235.jpg,,,,,
audit2000_reann_1948,BURST,2899,ovtb_v2899_p003683,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2899_p003683.jpg,,,,,
audit2000_reann_0241,OVT-B,798,ovtb_v798_p007852,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v798_p007852.jpg,,,,,
audit2000_reann_0841,TAO,5050,ovtb_v5050_p003516,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5050_p003516.jpg,,,,,
audit2000_reann_1555,BURST,1763,ovtb_v1763_p002091,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1763_p002091.jpg,,,,,
audit2000_reann_1966,BURST,507,ovtb_v507_p000885,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v507_p000885.jpg,,,,,
audit2000_reann_1510,BURST,2363,ovtb_v2363_p003044,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2363_p003044.jpg,,,,,
audit2000_reann_0745,TAO,5778,ovtb_v5778_p004122,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5778_p004122.jpg,,,,,
audit2000_reann_0549,OVT-B,378,ovtb_v378_p004779,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v378_p004779.jpg,,,,,
audit2000_reann_1757,BURST,2043,ovtb_v2043_p002491,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2043_p002491.jpg,,,,,
audit2000_reann_1054,TAO,369,ovtb_v369_p000296,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v369_p000296.jpg,,,,,
audit2000_reann_0123,OVT-B,100,ovtb_v100_p002976,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v100_p002976.jpg,,,,,
audit2000_reann_1309,TAO,371,ovtb_v371_p000225,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v371_p000225.jpg,,,,,
