candidate_id,generator,generator_mode,formula,reduced_formula,chemical_system,anonymous_formula,n_sites,space_group,structure_ref,structure_sha256,generation_rank,generation_status
mattergen_pilot_5k_3gpu_04212,MatterGen,mattergen_base_unconditional_smoke,Ba1 Sr1 Ca3,BaSrCa3,Ba-Ca-Sr,ABC3,5,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_29.cif,ef580bdfe6f7d03bc1b24b193eeadfc0259ffb48217e9139d60d3cb69eb92686,4212,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04213,MatterGen,mattergen_base_unconditional_smoke,Y2 Ho1 Ag3 Se6,Y2Ho(AgSe2)3,Ag-Ho-Se-Y,AB2C3D6,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_290.cif,c0c26b362a9c5dd7d50639b1da1379cc9b51f4e08729b20ccbe05930d1bddc0a,4213,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04214,MatterGen,mattergen_base_unconditional_smoke,Ce2 Nd2 Zr2 N6,CeNdZrN3,Ce-N-Nd-Zr,ABCD3,12,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_291.cif,e71a92f3ee45075f4614ba62ac671eb212d38f9df1ac13f077c9f6a9482f36c8,4214,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04215,MatterGen,mattergen_base_unconditional_smoke,Al1 Ga1 Rh2,AlGaRh2,Al-Ga-Rh,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_292.cif,bf313ecf41bdea27aafed3e34335c17dc5f2ae186f6406c4e5591a5dc12d2452,4215,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04216,MatterGen,mattergen_base_unconditional_smoke,Pr4 Nd2 Dy4 Ho2,Pr2NdDy2Ho,Dy-Ho-Nd-Pr,ABC2D2,12,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_293.cif,ede45fad3e68365efa5a9ce16542e30c070b2cc53b5cd590b034e87ed940a6ce,4216,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04217,MatterGen,mattergen_base_unconditional_smoke,Nb1 Ir1 Pd1 Rh1,NbIrPdRh,Ir-Nb-Pd-Rh,ABCD,4,Pmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_294.cif,ea4ff45b9c03f4244d0c2f01f136e76c4d71b1eb61efdf942f010c5002ecbb53,4217,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04218,MatterGen,mattergen_base_unconditional_smoke,Ti1 Nb1 Ga2 Bi2 O10,TiNbGa2(BiO5)2,Bi-Ga-Nb-O-Ti,ABC2D2E10,16,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_295.cif,65e9281c21fc9dc7d7d1fa231f4d087b1d1ee952a40c342729de96392ea3e5ed,4218,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04219,MatterGen,mattergen_base_unconditional_smoke,Dy3 Mg6 Sn11,Dy3Mg6Sn11,Dy-Mg-Sn,A3B6C11,20,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_296.cif,0f771f28fd6c47e15308b0d844a5f6bbead9b199733d48878d0db79e1e4e3684,4219,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04220,MatterGen,mattergen_base_unconditional_smoke,Ta1 Be8 Nb1 W2,TaBe8NbW2,Be-Nb-Ta-W,ABC2D8,12,P3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_297.cif,1e3677b0d29416097cccba643b7f5f2678470611b368a1698b4c817a3130c0c6,4220,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04221,MatterGen,mattergen_base_unconditional_smoke,Ti1 Ga5 Rh2,TiGa5Rh2,Ga-Rh-Ti,AB2C5,8,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_298.cif,9d5267cf2be6d979c638c53b0b0483eabfd931ce45726a2ab1ff004bb456caea,4221,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04222,MatterGen,mattergen_base_unconditional_smoke,Ca1 Cd4 Hg6,Ca(Cd2Hg3)2,Ca-Cd-Hg,AB4C6,11,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_299.cif,6b4487c07000ac5780a04d256ce6e7a47969c4d7a7781fbb4350f2793611310f,4222,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04223,MatterGen,mattergen_base_unconditional_smoke,Lu2 Tl1 In1,Lu2TlIn,In-Lu-Tl,ABC2,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_3.cif,454f8d032f6c013f47fa95aa0958f1186e44ac638ce55b340fdcad1467bf392f,4223,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04224,MatterGen,mattergen_base_unconditional_smoke,Y2 Tl2,YTl,Tl-Y,AB,4,I4_1/amd,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_30.cif,c286c6ffbe2ef08d341c1542bf44093a07370c7ce9e55a7409fb2b0c3e49e200,4224,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04225,MatterGen,mattergen_base_unconditional_smoke,Ho4 Ga2 Rh4,Ho2GaRh2,Ga-Ho-Rh,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_300.cif,cc1e4b6d4056415c4b213a0785be1de15f83a1b1d940c376a3771f572bd8123f,4225,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04226,MatterGen,mattergen_base_unconditional_smoke,Cs2 In2 Br6,CsInBr3,Br-Cs-In,ABC3,10,C2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_301.cif,5ee5630817b508b25c625b190eede1dac2a097e272ef9df43a1f12d4938e37f0,4226,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04227,MatterGen,mattergen_base_unconditional_smoke,La5 Cd2 Sn3,La5Cd2Sn3,Cd-La-Sn,A2B3C5,10,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_302.cif,2286fa50d80f4651e9359e276f5186dc71a31add3315646ec0b63ae9207a06d0,4227,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04228,MatterGen,mattergen_base_unconditional_smoke,Nd3 Fe5 O10,Nd3(FeO2)5,Fe-Nd-O,A3B5C10,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_303.cif,5f76ee6c91a63458a0907719c3ccbc76497da0b64bed32f346feef7a2c4719d3,4228,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04229,MatterGen,mattergen_base_unconditional_smoke,Tb2 Zn8 Cu4,Tb(Zn2Cu)2,Cu-Tb-Zn,AB2C4,14,P4_2/mnm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_304.cif,8d36d6bf279ba84dbb400c37910233a84d5516cb326191741002a5c50511adf0,4229,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04230,MatterGen,mattergen_base_unconditional_smoke,Rb1 Ho1 Cr1 Cl6,RbHoCrCl6,Cl-Cr-Ho-Rb,ABCD6,9,C2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_305.cif,ebff3fe66846750381016a361faf130646643a2e8dc4113b48e0efe509d21703,4230,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04231,MatterGen,mattergen_base_unconditional_smoke,Li1 Hg1 Sb1 Au1,LiHgSbAu,Au-Hg-Li-Sb,ABCD,4,Pmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_306.cif,40c2fe8580e4d8c6d1ed20220614e2e80076e21ac86a13601759f05943bd5010,4231,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04232,MatterGen,mattergen_base_unconditional_smoke,Dy2 Y1 Er1,Dy2YEr,Dy-Er-Y,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_307.cif,74d3bda51361ce4e4560f5ec84715df7d6ff4ee5e4580725a22ea402ce0e2d05,4232,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04233,MatterGen,mattergen_base_unconditional_smoke,Na2 In1 Sb1,Na2InSb,In-Na-Sb,ABC2,4,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_308.cif,4ef8ff77343ba2960f42292305ba768ae3c79d2bffbad017af7a5d0def6d431e,4233,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04234,MatterGen,mattergen_base_unconditional_smoke,Dy9 Y4 Tm7,Dy9Y4Tm7,Dy-Tm-Y,A4B7C9,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_309.cif,434151dd39eea0c6fbe81cb150f1f81add17d7954dcdf2675c31d70c2c5b97dc,4234,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04235,MatterGen,mattergen_base_unconditional_smoke,Li3 Mg1 H8,Li3MgH8,H-Li-Mg,AB3C8,12,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_31.cif,c46ad9b443c89571222ec721e5fd4e1449d59dfc4f67a6326136563ca0da7f22,4235,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04236,MatterGen,mattergen_base_unconditional_smoke,Cs3 Dy2 I2 Br5,Cs3Dy2I2Br5,Br-Cs-Dy-I,A2B2C3D5,12,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_310.cif,59f3b448d1774633994ea587ae10925093ca0bf3cad03ecae9883112331bab82,4236,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04237,MatterGen,mattergen_base_unconditional_smoke,La1 Tl3 Co2 Cl8,LaTl3(CoCl4)2,Cl-Co-La-Tl,AB2C3D8,14,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_311.cif,ba589d695280f18ab42f2a6399d41d64c47069f0235b64d3393cd7d768ed59e3,4237,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04238,MatterGen,mattergen_base_unconditional_smoke,K4 Mg2 Pb6,K2MgPb3,K-Mg-Pb,AB2C3,12,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_312.cif,03a712be7bf1ff47eb77e68b31cc84c3c9cfe81ae6cf12509169cd3992d70979,4238,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04239,MatterGen,mattergen_base_unconditional_smoke,Rb1 Ba2 In1 Ir1,RbBa2InIr,Ba-In-Ir-Rb,ABCD2,5,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_313.cif,ab125d89bc903092366fd993f8c5fcc11b0582f33e1f498bad7c97def242bfe1,4239,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04240,MatterGen,mattergen_base_unconditional_smoke,Al7 Ge1 O12,Al7GeO12,Al-Ge-O,AB7C12,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_314.cif,62d5a0b76259772c0cfe218136de409c6229c3e50b928e1c7e66cbcd772d8de2,4240,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04241,MatterGen,mattergen_base_unconditional_smoke,Dy2 Os2 C4,DyOsC2,C-Dy-Os,ABC2,8,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_315.cif,24859fd2e496c31250c64396e3dd2d5589b82c643aa018663f18675903043714,4241,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04242,MatterGen,mattergen_base_unconditional_smoke,La1 Y2 In1,LaY2In,In-La-Y,ABC2,4,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_316.cif,82f06ba907955915cd1c447df00de9443e7f684323af33d5bfdfa96e7358b992,4242,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04243,MatterGen,mattergen_base_unconditional_smoke,La2 Sm1 Tm1 Se6,La2SmTmSe6,La-Se-Sm-Tm,ABC2D6,10,R3,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_317.cif,de5611c01a326e7ebfd73892e71fb20b318ddf5ebfb3208882c77ede4482b6ba,4243,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04244,MatterGen,mattergen_base_unconditional_smoke,K1 Ir1 Se2 O8,KIr(SeO4)2,Ir-K-O-Se,ABC2D8,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_318.cif,ec5944a38defd944f16088a81d21c0bc66f404c1f6c95c0c5f3d6844715946e9,4244,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04245,MatterGen,mattergen_base_unconditional_smoke,Pr2 P1 I1,Pr2PI,I-P-Pr,ABC2,4,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_319.cif,c442726b07030803cd8634e5471a7b40261672cff8de60a06c5b4635cefd2e94,4245,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04246,MatterGen,mattergen_base_unconditional_smoke,Ba2 Na2 P2 S8,BaNaPS4,Ba-Na-P-S,ABCD4,14,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_32.cif,02c097e366d5ba34d1554f9b2f3b1e06fe216cb3c62f0b93f1d8b301842bf990,4246,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04247,MatterGen,mattergen_base_unconditional_smoke,Mo3 Ru1 O12,Mo3RuO12,Mo-O-Ru,AB3C12,16,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_320.cif,92b2ea7ca49e1a9063be9900850b108133a104697118039d3ae34e0ba25b3f7e,4247,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04248,MatterGen,mattergen_base_unconditional_smoke,Er2 Cd5 Ag1,Er2Cd5Ag,Ag-Cd-Er,AB2C5,8,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_321.cif,dc541b74a48b7eb133ae8146fcfa93a5c9ae665d14c30194c19872ad25043c47,4248,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04249,MatterGen,mattergen_base_unconditional_smoke,Sm1 Mg1 Ga2 Cu2,SmMg(GaCu)2,Cu-Ga-Mg-Sm,ABC2D2,6,P-3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_322.cif,a2c24ec3be4ef56079b00aa1cb8729d1edeca6a191ab5a0f8713f35caef72889,4249,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04250,MatterGen,mattergen_base_unconditional_smoke,K2 Bi1 F6,K2BiF6,Bi-F-K,AB2C6,9,P-31m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_323.cif,f2ca78f7666a976ba628e06cd1671e6b11451a0f38cb5a4808d884600d31da65,4250,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04251,MatterGen,mattergen_base_unconditional_smoke,Eu1 Au1 O2,EuAuO2,Au-Eu-O,ABC2,4,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_324.cif,af1509f7271b3fb94caee356cefa6e170431ee43ae5378726c79696e8e305e7e,4251,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04252,MatterGen,mattergen_base_unconditional_smoke,Rb2 Cd1 Cu4 Cl13,Rb2CdCu4Cl13,Cd-Cl-Cu-Rb,AB2C4D13,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_325.cif,520e84c7a5289157755e9fdee4f08f9a2e27cafc6fb8cfbdaa81f075c85d58a3,4252,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04253,MatterGen,mattergen_base_unconditional_smoke,Al1 Zn1 Ag2,AlZnAg2,Ag-Al-Zn,ABC2,4,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_326.cif,a348d25a95b2992b09cd9ee9695176543badb3bdec83f22a88b0d2266db47ca8,4253,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04254,MatterGen,mattergen_base_unconditional_smoke,La2 Pr1 O4 F1,La2PrO4F,F-La-O-Pr,ABC2D4,8,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_327.cif,8ea0eb1f3de48602778e391ce36190644c3bdee0d817e7b8cc9c40a7a5e3aec6,4254,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04255,MatterGen,mattergen_base_unconditional_smoke,Ce2 Sm2 Fe4,CeSmFe2,Ce-Fe-Sm,ABC2,8,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_328.cif,be6f3eb74e26c52ba2db45b9aa4da68a358c425f7c1d0e1ec0fc0ef35504f5c4,4255,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04256,MatterGen,mattergen_base_unconditional_smoke,Ca1 Pr1 Sm1 Mg1,CaPrSmMg,Ca-Mg-Pr-Sm,ABCD,4,P4mm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_329.cif,b664901a188cd9f62b1578209f623f21c2ce840417b85d7fddb0331b2a9e1ae8,4256,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04257,MatterGen,mattergen_base_unconditional_smoke,Ta1 Be2 B1,TaBe2B,B-Be-Ta,ABC2,4,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_33.cif,bca65560470ad26c561dfdfc8695e4fcca8bfe2454f75f467ca3c46a307c3f6b,4257,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04258,MatterGen,mattergen_base_unconditional_smoke,Cs2 La1 F4,Cs2LaF4,Cs-F-La,AB2C4,7,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_330.cif,f636c95ed2f9c24b0ac8883c93cd0a34a04c45a3cc8b4b041fb27d21cf6bb85d,4258,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04259,MatterGen,mattergen_base_unconditional_smoke,Yb4 Zn1 O5,Yb4ZnO5,O-Yb-Zn,AB4C5,10,I4/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_331.cif,6d94faea0df6ed7784d86770028fcdc658bfb588a40ad4753e746ecdda2f66e1,4259,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04260,MatterGen,mattergen_base_unconditional_smoke,Dy4 Ho6 In2,Dy2Ho3In,Dy-Ho-In,AB2C3,12,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_332.cif,bc0039c00de2ab781322c90c4e06966c8fa30b6fe3eb832544c7b92cf5f435a1,4260,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04261,MatterGen,mattergen_base_unconditional_smoke,Sm6 Si2 Te3 Se1,Sm6Si2Te3Se,Se-Si-Sm-Te,AB2C3D6,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_333.cif,a6e2e1272027dc18ea635cf7c75d8f36d2ae820d712db655db352c3360cdd4c1,4261,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04262,MatterGen,mattergen_base_unconditional_smoke,Zr4 Sc12,ZrSc3,Sc-Zr,AB3,16,Cmcm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_334.cif,37dfc253f84e4db1ba31955d0877e62378a235e058aa3ef8f98eac3be016752c,4262,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04263,MatterGen,mattergen_base_unconditional_smoke,Ce2 Pd2 Au2,CePdAu,Au-Ce-Pd,ABC,6,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_335.cif,93ee5e79b61c791131a40bcd2836d9c77027e3d7b593fb2dcce78921f8d1ac39,4263,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04264,MatterGen,mattergen_base_unconditional_smoke,Mg1 Ge1 Ru1,MgGeRu,Ge-Mg-Ru,ABC,3,I4mm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_336.cif,bceece46c47d0c1db3962d06e0d9f70bce878c0491d89834d00b5a385ffcaae5,4264,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04265,MatterGen,mattergen_base_unconditional_smoke,Er1 Sc1 Hg4,ErScHg4,Er-Hg-Sc,ABC4,6,Cmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_337.cif,536795e3c2ccf79d35cc1bfb850aec0422bc4b4983da7b2c862752e283540a24,4265,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04266,MatterGen,mattergen_base_unconditional_smoke,Tm2 Ge2 Ru2,TmGeRu,Ge-Ru-Tm,ABC,6,P4/nmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_338.cif,5480b44a2dfc9f8365c24c9d2f29eb6ca4fd6e0c826d1cc7e2bf74f82c6b6c85,4266,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04267,MatterGen,mattergen_base_unconditional_smoke,Zr1 Cu1 Ir1 Pt1,ZrCuIrPt,Cu-Ir-Pt-Zr,ABCD,4,Pmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_339.cif,e9c721c4e2fccfb903147ce8a4ab721538d36144c2bea8195a53eca42454d9ba,4267,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04268,MatterGen,mattergen_base_unconditional_smoke,Cd2 Pb4 Au3,Cd2Pb4Au3,Au-Cd-Pb,A2B3C4,9,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_34.cif,37f58c659d323350922c7909363a9b9162a2fa6e2e3aa8b3bf57c065f72647b1,4268,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04269,MatterGen,mattergen_base_unconditional_smoke,La8 Zn2 Hg1,La8Zn2Hg,Hg-La-Zn,AB2C8,11,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_340.cif,010c83cc7e42aaab7f531cee19ac055d149af4a528c802347e49585bf8b7d698,4269,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04270,MatterGen,mattergen_base_unconditional_smoke,K1 Na2 Pb1 Se2 O6,KNa2Pb(SeO3)2,K-Na-O-Pb-Se,ABC2D2E6,12,P-3,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_341.cif,22045c1206395a6195bb98153edfdf2c29b1c936cf00ddbe483842afd239679f,4270,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04271,MatterGen,mattergen_base_unconditional_smoke,Mn2 Br6,MnBr3,Br-Mn,AB3,8,Cmc2_1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_342.cif,2bf986c88469557d5131f25a13e3a14a81f381a07f74d053d7d904606dcc15e3,4271,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04272,MatterGen,mattergen_base_unconditional_smoke,Tm1 Pd3,TmPd3,Pd-Tm,AB3,4,Pm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_343.cif,6297366fc55a8f655dce1e48b05e8b3db50b77adf6b781169c85811ba8f1c299,4272,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04273,MatterGen,mattergen_base_unconditional_smoke,Ce6 Hf2 N8,Ce3HfN4,Ce-Hf-N,AB3C4,16,Pmn2_1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_344.cif,d4b8a7d95b869130650f8e61622aad0266b4669e06adcd8991722d7aee58fdc6,4273,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04274,MatterGen,mattergen_base_unconditional_smoke,Ta4 Si2 B4,Ta2SiB2,B-Si-Ta,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_345.cif,fb8d15fc259d82451c03a63c2f26e8a00f32123012b083bb10d4471a84d9fe19,4274,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04275,MatterGen,mattergen_base_unconditional_smoke,Mn2 Fe1 Ag1 C1,Mn2FeAgC,Ag-C-Fe-Mn,ABCD2,5,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_346.cif,a77f7a7862d91f1798d91a92b6bcd04b0ccf679a6ef84698a73465cfb8676033,4275,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04276,MatterGen,mattergen_base_unconditional_smoke,Sm3 Dy3 Sc2,Sm3Dy3Sc2,Dy-Sc-Sm,A2B3C3,8,Immm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_347.cif,6dd2b2edb4c66824e00f18a016d2571924939fb31d3a6ee3d7a055643aa13e4b,4276,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04277,MatterGen,mattergen_base_unconditional_smoke,Au2 Cl2,AuCl,Au-Cl,AB,4,Cmme,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_348.cif,636bad2641501048292c77de7292f309f1e63d4dfe2ee30d19a257bb5bca02c7,4277,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04278,MatterGen,mattergen_base_unconditional_smoke,Pr1 Sm1 Ho2 I2,PrSm(HoI)2,Ho-I-Pr-Sm,ABC2D2,6,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_349.cif,2ee603f4935328952ee3236dee7fb27740bbae8d10081242e06478fe7453634d,4278,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04279,MatterGen,mattergen_base_unconditional_smoke,Ca1 Ag3,CaAg3,Ag-Ca,AB3,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_35.cif,3d2a33d2a79cfab0ec14de69ef4ac51192644e4636c58746bd3af6c4ec68f59c,4279,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04280,MatterGen,mattergen_base_unconditional_smoke,K2 Hg4 Pb4,K(HgPb)2,Hg-K-Pb,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_350.cif,ea1289e8f15734b381e14c30730fb481a48e4e701bac717813790ab83dabe9d1,4280,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04281,MatterGen,mattergen_base_unconditional_smoke,Tl3 Cd5 Hg1 Cl6,Tl3Cd5HgCl6,Cd-Cl-Hg-Tl,AB3C5D6,15,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_351.cif,a36a7f945c255ee8b5047b821b71ea927b43ceefe7531f71cf2ca63120d6006f,4281,pymatgen_readable_smoke_candidate
