K,primary_queue_status,chemical_system,n,false_n,stable_to_unstable_n,total_n,fraction_of_arm,single_chemsys_dominance_flag
500,raw_only_requested_budget,Cu-F-Ni,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F-Rb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F-Sc,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F-Sr,4,4,4,975,0.0041025641025641026,False
500,raw_only_requested_budget,Cu-F-Tb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F-Tm,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F-Y,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F-Yb,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cu-Gd-I,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-K-Pa-Se,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-Pa-Se-Tl,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-Pm-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Dy-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Dy-F-K,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Dy-F-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Dy-F-Li-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Dy-F-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Dy-F-Na-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Dy-F-Rb,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Dy-F-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Dy-I,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Dy-La-O,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Dy-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Er-F-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Er-F-Li-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Er-F-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Er-F-Na-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Er-F-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Er-F-Zn,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Er-I,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Er-La-O,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Er-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Eu-F-K,3,3,1,975,0.003076923076923077,False
500,raw_only_requested_budget,Eu-F-Li,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Eu-F-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Eu-F-Na,3,3,3,975,0.003076923076923077,False
500,raw_only_requested_budget,Eu-F-Na-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Eu-F-Rb,2,2,1,975,0.0020512820512820513,False
500,raw_only_requested_budget,Eu-F-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Eu-F-Tm,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Eu-F-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Eu-F-Zn,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ga-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ga-Np,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ga-Pa,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ga-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ga-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Gd,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Gd-Li,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Gd-Li-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Gd-Mg,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Gd-Na,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Gd-Na-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Gd-Ni,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Gd-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Gd-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Gd-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Hf-K,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Hf-Li,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Hf-Na,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Hf-Rb,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Hg-In,2,2,1,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Hg-Mg,2,2,1,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Hg-Ni,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Hg-Rb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Hg-Sc,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Hg-Sr,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Hg-Tm,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Hg-Zn,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ho-K,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ho-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ho-Li-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ho-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ho-Na-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ho-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ho-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-In,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-In-K,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-In-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-In-Na,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-In-Ni,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-In-Tm,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ir-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-K-La,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-K-Lu,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-K-Mn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-K-Nd,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-K-Sc,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-K-Sm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-K-Ti,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-K-Tm,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-K-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-K-Zr,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-La-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-La-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-La-Na,3,3,1,975,0.003076923076923077,False
500,raw_only_requested_budget,F-La-Ni,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-La-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Lu,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Mg,3,3,0,975,0.003076923076923077,False
500,raw_only_requested_budget,F-Li-Nd,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Nd-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Pr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Pr-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Sc,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Sc-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Sm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Sm-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Sr,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Li-Sr-Tb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Sr-Tm,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Sr-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Sr-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Tb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Ti,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Tm,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Li-Tm-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Li-Zr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Lu,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Lu-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Lu-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Lu-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Lu-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Mg-Ni,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Mg-Sc,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Mg-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Mg-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Mg-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Mn-Na,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Mn-Np,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Mn-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-N-Pu,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Nd-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Ni,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Pd,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Na-Pr-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Rh,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Sc,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Sc-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Sm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Sm-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Sr,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Na-Sr-Tb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Sr-Tm,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Sr-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Ti,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Tm,5,0,0,975,0.005128205128205128,False
500,raw_only_requested_budget,F-Na-Tm-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Na-Zr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Nd-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ni,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ni-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ni-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ni-Tm,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ni-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Np,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Np-Pa,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Np-V,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Os-Rb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-P-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Pa-U,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Pb-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Pd,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Pd-Rb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Pr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Pr-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Pu-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Rb-Sm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Rb-Ti,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Rb-Tm,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,F-Rb-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Rb-Zr,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Sc,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Sc-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Sc-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Sc-Zn,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Se,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Sr-Tm,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Sr-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Ti,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-Tl-Tm,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Tl-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Tm-Zn,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,F-V,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Y-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Yb-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,F-Zr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ga-Gd-I,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ga-Pm-Pt,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ga-Pm-Te,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Gd-Ge-I,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-In,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Gd-I-N,4,0,0,975,0.0041025641025641026,False
500,raw_only_requested_budget,Gd-I-Na,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-O,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-P,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-Pb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-Rh,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-Ru,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-S,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-Sb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-Si,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Gd-I-Sn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ge-Pm-Pt,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ge-Pm-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,H-I-Np,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ho-La-O,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ho-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,I-La,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,I-La-N,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,I-Mo,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,I-Nd,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,I-Np,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,I-Pr,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,I-Ru,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,I-Sm,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,I-Sr,4,4,3,975,0.0041025641025641026,False
500,raw_only_requested_budget,I-V,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,I-W,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,In-Pa-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,In-Pm-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ir-Pm,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,K-Pa-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,K-Pa-Se-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,K-Pa-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,La-Lu-O,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,La-O,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,La-O-Tm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Mg-Pm-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Mn-Pm-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Mn-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Na-Pa-Se,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Na-Pa-Te,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ni-Pm-Te,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Np-Pt-Rb-Te,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Np-S-Te,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Np-Se-Te,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,P-Pa-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,P-Pm-Pt,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pa-Pb-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pa-Rb-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pa-Rb-Se-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pa-Rb-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pa-Se,4,0,0,975,0.0041025641025641026,False
500,raw_only_requested_budget,Pa-Se-Sn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pa-Se-Tl,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pa-Te,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Pa-Te-Tl,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pb-Pm-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pm-Pt,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Pm-Pt-Sb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pm-Pt-Tl,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pm-Rb-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pm-Si-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pm-Sn-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Pm-Te-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Sc-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Sc-Te,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Se-Ti,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Sr-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Te-Ti,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Te-V,2,2,2,975,0.0020512820512820513,False
